入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
出金,2026/01/05,千葉銀行,小見川支店,8927,,カ）カタノシヨウテン,,934064
入金,2026/01/05,千葉銀行,小見川支店,,41800,ＡＤ,,975864
入金,2026/01/05,千葉銀行,小見川支店,,31700,ＡＤ,,1007564
入金,2026/01/05,千葉銀行,小見川支店,,27400,ＡＤ,,1034964
入金,2026/01/05,千葉銀行,小見川支店,,20050,ＡＤ,,1055014
入金,2026/01/06,千葉銀行,小見川支店,,8150,ＡＤ,,1063164
入金,2026/01/07,千葉銀行,小見川支店,,164398,カ）リクル−ト　ペイメン,,1227562
入金,2026/01/08,千葉銀行,小見川支店,,27550,ＡＤ,,1255112
入金,2026/01/09,千葉銀行,小見川支店,,12400,ＡＤ,,1267512
入金,2026/01/13,千葉銀行,小見川支店,,24750,ＡＤ,,1292262
入金,2026/01/13,千葉銀行,小見川支店,,10550,ＡＤ,,1302812
入金,2026/01/13,千葉銀行,小見川支店,,28000,ＡＤ,,1330812
入金,2026/01/14,千葉銀行,小見川支店,,16100,ＡＤ,,1346912
入金,2026/01/15,千葉銀行,小見川支店,,92467,カ）リクル−ト　ペイメン,,1439379
入金,2026/01/16,千葉銀行,小見川支店,,23500,ＡＤ,,1462879
入金,2026/01/19,千葉銀行,小見川支店,,3600,ＡＤ,,1466479
入金,2026/01/19,千葉銀行,小見川支店,,7000,ＡＤ,,1473479
入金,2026/01/19,千葉銀行,小見川支店,,9000,ＡＤ,,1482479
入金,2026/01/20,千葉銀行,小見川支店,,10050,ＡＤ,,1492529
出金,2026/01/20,千葉銀行,小見川支店,1400000,,フツウ　ＷＥＢフリカエ,,92529
入金,2026/01/22,千葉銀行,小見川支店,,30000,ＡＤ,,122529
入金,2026/01/23,千葉銀行,小見川支店,,20100,ＡＤ,,142629
入金,2026/01/26,千葉銀行,小見川支店,,96269,カ）リクル−ト　ペイメン,,238898
入金,2026/01/26,千葉銀行,小見川支店,,5400,ＡＤ,,244298
入金,2026/01/26,千葉銀行,小見川支店,,1000,ＡＤ,,245298
出金,2026/01/27,千葉銀行,小見川支店,6156,,ＳＭＢＣ（スズキ,,239142
入金,2026/01/27,千葉銀行,小見川支店,,22600,ＡＤ,,261742
入金,2026/01/28,千葉銀行,小見川支店,,23650,ＡＤ,,285392
入金,2026/01/30,千葉銀行,小見川支店,,9678,ＡＩＲペイＱＲ／カ）デ,,295070
入金,2026/01/30,千葉銀行,小見川支店,,23800,ＡＤ,,318870
出金,2026/01/30,千葉銀行,小見川支店,213820,,フツウ　ＷＥＢフリカエ,,105050
