入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2026/03/02,千葉銀行,小見川支店,,571301,カ）カメヤ,,577164
出金,2026/03/02,千葉銀行,小見川支店,20790,,ＣＬＣリ－ス,,556374
入金,2026/03/06,千葉銀行,小見川支店,,9348,カ）デマエカン,,565722
出金,2026/03/09,千葉銀行,小見川支店,29409,,ガスリヨウキン,,536313
出金,2026/03/09,千葉銀行,小見川支店,355362,,フツウ　ＷＥＢフリカエ,,180951
出金,2026/03/09,千葉銀行,小見川支店,7920,,フツウ　ＷＥＢフリカエ,,173031
出金,2026/03/19,千葉銀行,小見川支店,173000,,フツウ　ＷＥＢフリカエ,,31
入金,2026/03/26,千葉銀行,小見川支店,,20790,フツウ　ＷＥＢフリカエ,,20821
出金,2026/03/26,千葉銀行,小見川支店,20790,,ＣＬＣリ－ス,,31
入金,2026/03/31,千葉銀行,小見川支店,,457390,カ）カメヤ,,457421
