入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
出金,2026/06/01,千葉銀行,小見川支店,187467,,ヘンサイ,,6643941
出金,2026/06/01,千葉銀行,小見川支店,175069,,ヘンサイ,,6468872
出金,2026/06/01,千葉銀行,小見川支店,360489,,ヘンサイ,,6108383
出金,2026/06/01,千葉銀行,小見川支店,147818,,ヘンサイ,,5960565
出金,2026/06/01,千葉銀行,小見川支店,110921,,ヘンサイ,,5849644
出金,2026/06/01,千葉銀行,小見川支店,243848,,ヘンサイ,,5605796
出金,2026/06/01,千葉銀行,小見川支店,17820,,セコム（カ）,,5587976
出金,2026/06/01,千葉銀行,小見川支店,1220184,,シヤカイホケンリヨウ,,4367792
出金,2026/06/01,千葉銀行,小見川支店,2523,,ドコモビジネスゴリ,,4365269
入金,2026/06/01,千葉銀行,小見川支店,,160050,（カ）エイチエムコ−ポレ,,4525319
入金,2026/06/01,千葉銀行,小見川支店,,768980,フツウ　ＷＥＢフリカエ,,5294299
出金,2026/06/01,千葉銀行,小見川支店,500000,,ツミタテ,,4794299
出金,2026/06/02,千葉銀行,小見川支店,75799,,トヨタフアイナンス,,4718500
出金,2026/06/03,千葉銀行,小見川支店,8580,,ミツイスミトモＦＬ（ＳＭＦ,,4709920
出金,2026/06/03,千葉銀行,小見川支店,98124,,ＲＫＳ．リクジソウゴウ,,4611796
出金,2026/06/04,千葉銀行,小見川支店,24310,,リコ−リ−ス,,4587486
出金,2026/06/05,千葉銀行,小見川支店,363953,,セイサクコウコ（コク）,,4223533
出金,2026/06/05,千葉銀行,小見川支店,1777,,ガスリヨウキン,,4221756
入金,2026/06/08,千葉銀行,小見川支店,,33000,カ）プラスワン,,4254756
入金,2026/06/08,千葉銀行,小見川支店,,66000,ユ）キノカワ,,4320756
出金,2026/06/08,千葉銀行,小見川支店,10000,,スイゴウオミガワカンコ,,4310756
出金,2026/06/09,千葉銀行,小見川支店,300000,,ＣＤ,,4010756
出金,2026/06/09,千葉銀行,小見川支店,300550,,プロスタイル（カ　ＷＥＢ,,3710206
入金,2026/06/10,千葉銀行,小見川支店,,53213,カメイテンサ−ビス,,3763419
出金,2026/06/10,千葉銀行,小見川支店,27267,,（カ）プロセミ　ＷＥＢ,,3736152
出金,2026/06/10,千葉銀行,小見川支店,41492,,ムロタユリヨウ（カ）　ＷＥ,,3694660
出金,2026/06/10,千葉銀行,小見川支店,5500,,ＷＥＢ−ＥＢ,,3689160
出金,2026/06/10,千葉銀行,小見川支店,511265,,ＪＣＢ,,3177895
出金,2026/06/10,千葉銀行,小見川支店,8000,,ミツイスミトモカ−ド,,3169895
入金,2026/06/10,千葉銀行,小見川支店,,836000,カ）ヤグチ,,4005895
出金,2026/06/10,千葉銀行,小見川支店,400550,,プロスタイル（カ　ＷＥＢ,,3605345
入金,2026/06/11,千葉銀行,小見川支店,,13936,トウデンＰＧ　コウニユウ,,3619281
出金,2026/06/12,千葉銀行,小見川支店,18490,,ＮＳ　カイギシヨＧ,,3600791
出金,2026/06/15,千葉銀行,小見川支店,1537660,,ＢＳ）フリ－カ－ド,,2063131
出金,2026/06/15,千葉銀行,小見川支店,7800,,シヨウコウカイヒ,,2055331
入金,2026/06/15,千葉銀行,小見川支店,,138105,ユ）ネツトクリ－ンヘルパ,,2193436
出金,2026/06/22,千葉銀行,小見川支店,17345,,キヨウエイカイ　ジブラ,,2176091
出金,2026/06/22,千葉銀行,小見川支店,55000,,ＮＳＳ．フオ−ゲル,,2121091
出金,2026/06/22,千葉銀行,小見川支店,2530,,イガラシシヨウカイ,,2118561
出金,2026/06/22,千葉銀行,小見川支店,242,,カメイテンツウシンリヨウ,,2118319
入金,2026/06/22,千葉銀行,小見川支店,,108900,カ）ユウヤ,,2227219
入金,2026/06/22,千葉銀行,小見川支店,,330000,サントクウンユ（カ,,2557219
入金,2026/06/24,千葉銀行,小見川支店,,2000000,フツウ　ＷＥＢフリカエ,,4557219
入金,2026/06/24,千葉銀行,小見川支店,,2000000,フツウ　ＷＥＢフリカエ,,6557219
出金,2026/06/24,千葉銀行,小見川支店,6367003,,キュウヨシキン,,190216
出金,2026/06/24,千葉銀行,小見川支店,5060,,フリコミリョウ,,185156
入金,2026/06/25,千葉銀行,小見川支店,,1589500,カ）ニツセ−デリカ,,1774656
出金,2026/06/25,千葉銀行,小見川支店,23980,,ＣＬＣリ−ス,,1750676
出金,2026/06/25,千葉銀行,小見川支店,5000,,ホウジンカイヒ,,1745676
入金,2026/06/25,千葉銀行,小見川支店,,55000,ユ）アサヒフドウサン,,1800676
出金,2026/06/26,千葉銀行,小見川支店,3713,,トウキヨウデンリヨク,,1796963
出金,2026/06/26,千葉銀行,小見川支店,13270,,ソンポジヤパン,,1783693
出金,2026/06/26,千葉銀行,小見川支店,34987,,ソンポジヤパン,,1748706
出金,2026/06/26,千葉銀行,小見川支店,91747,,ソンポジヤパン,,1656959
出金,2026/06/26,千葉銀行,小見川支店,11134,,ＭＨＦ）ハシモト．マルハ,,1645825
出金,2026/06/26,千葉銀行,小見川支店,7348,,スイドウリヨウキン,,1638477
入金,2026/06/26,千葉銀行,小見川支店,,400950,ユ）オオエトソウコウギヨ,,2039427
出金,2026/06/29,千葉銀行,小見川支店,13591,,ＡＰ（チイキソウセイ,,2025836
出金,2026/06/29,千葉銀行,小見川支店,55594,,ライフカ−ド（カ,,1970242
出金,2026/06/29,千葉銀行,小見川支店,47090,,ＰＧＢＳプルデンシヤル,,1923152
出金,2026/06/29,千葉銀行,小見川支店,3300,,ＤＦ．テイコクデ−タ,,1919852
出金,2026/06/29,千葉銀行,小見川支店,50000,,ＤＦ．カ）ピカピカ,,1869852
出金,2026/06/29,千葉銀行,小見川支店,69853,,ＤＦ．コモンリヨウ,,1799999
入金,2026/06/29,千葉銀行,小見川支店,,173250,チバビルメンテナンス（,,1973249
入金,2026/06/29,千葉銀行,小見川支店,,27500,カ）プラスワン,,2000749
入金,2026/06/29,千葉銀行,小見川支店,,624250,カブシキガイシヤブン,,2624999
入金,2026/06/29,千葉銀行,小見川支店,,399641,フツウ　ＷＥＢフリカエ,,3024640
入金,2026/06/29,千葉銀行,小見川支店,,176271,フツウ　ＷＥＢフリカエ,,3200911
入金,2026/06/29,千葉銀行,小見川支店,,323844,フツウ　ＷＥＢフリカエ,,3524755
入金,2026/06/29,千葉銀行,小見川支店,,254276,フツウ　ＷＥＢフリカエ,,3779031
入金,2026/06/29,千葉銀行,小見川支店,,72186,フツウ　ＷＥＢフリカエ,,3851217
入金,2026/06/29,千葉銀行,小見川支店,,29571,フツウ　ＷＥＢフリカエ,,3880788
出金,2026/06/29,千葉銀行,小見川支店,2200550,,プロスタイル（カ　ＷＥＢ,,1680238
入金,2026/06/30,千葉銀行,小見川支店,,1026565,カ）トウシンビルシステム,,2706803
入金,2026/06/30,千葉銀行,小見川支店,,611548,サンコウ（カ,,3318351
入金,2026/06/30,千葉銀行,小見川支店,,246259,エヌエスコウギヨウ（カ,,3564610
出金,2026/06/30,千葉銀行,小見川支店,187853,,ヘンサイ,,3376757
入金,2026/06/30,千葉銀行,小見川支店,,41900,（カ）プロセミ　カトウ,,3418657
出金,2026/06/30,千葉銀行,小見川支店,17820,,セコム（カ）,,3400837
出金,2026/06/30,千葉銀行,小見川支店,1220184,,シヤカイホケンリヨウ,,2180653
入金,2026/06/30,千葉銀行,小見川支店,,132000,チバシヨウユ（カ）,,2312653
入金,2026/06/30,千葉銀行,小見川支店,,47905,ソウブキヨウキユウセンタ,,2360558
入金,2026/06/30,千葉銀行,小見川支店,,157621,イ）エイセイカイ,,2518179
入金,2026/06/30,千葉銀行,小見川支店,,26400,シヤ）ニホンカイジケンテ,,2544579
入金,2026/06/30,千葉銀行,小見川支店,,335720,ユ）キツコウドウ,,2880299
入金,2026/06/30,千葉銀行,小見川支店,,485100,ト−タルステイ．カ,,3365399
入金,2026/06/30,千葉銀行,小見川支店,,2972590,シナネンアクシア（カ,,6337989
入金,2026/06/30,千葉銀行,小見川支店,,103785,ヨコガワソリユ−シヨンサ,,6441774
入金,2026/06/30,千葉銀行,小見川支店,,66000,ニホンパルエンジニアリ,,6507774
入金,2026/06/30,千葉銀行,小見川支店,,217020,カ）ツカサセツケイジムシ,,6724794
出金,2026/06/30,千葉銀行,小見川支店,1000550,,プロスタイル（カ　ＷＥＢ,,5724244
入金,2026/06/30,千葉銀行,小見川支店,,27500,カ）ピンクスタ−,,5751744
入金,2026/06/30,千葉銀行,小見川支店,,34650,カ）サンクマイル,,5786394
