入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2025/09/01,千葉銀行,小見川支店,,28320,ＡＤ,,295191
入金,2025/09/01,千葉銀行,小見川支店,,16410,ＡＤ,,311601
入金,2025/09/01,千葉銀行,小見川支店,,16740,ＡＤ,,328341
入金,2025/09/02,千葉銀行,小見川支店,,3680,ＡＤ,,332021
入金,2025/09/03,千葉銀行,小見川支店,,13280,ＡＤ,,345301
入金,2025/09/04,千葉銀行,小見川支店,,26030,ＡＤ,,371331
入金,2025/09/05,千葉銀行,小見川支店,,3557,カ）デマエカン,,374888
入金,2025/09/05,千葉銀行,小見川支店,,54337,カ）リクル－ト　ペイメン,,429225
出金,2025/09/05,千葉銀行,小見川支店,8505,,カ）カタノシヨウテン,,420720
入金,2025/09/08,千葉銀行,小見川支店,,7320,ＡＤ,,428040
入金,2025/09/08,千葉銀行,小見川支店,,3010,ＡＤ,,431050
入金,2025/09/08,千葉銀行,小見川支店,,18100,ＡＤ,,449150
入金,2025/09/08,千葉銀行,小見川支店,,11900,ＡＤ,,461050
入金,2025/09/09,千葉銀行,小見川支店,,10000,ＡＤ,,471050
入金,2025/09/11,千葉銀行,小見川支店,,9570,ＡＤ,,480620
入金,2025/09/12,千葉銀行,小見川支店,,9650,ＡＤ,,490270
入金,2025/09/16,千葉銀行,小見川支店,,54742,カ）リクル−ト　ペイメン,,545012
入金,2025/09/16,千葉銀行,小見川支店,,16860,ＡＤ,,561872
入金,2025/09/16,千葉銀行,小見川支店,,25130,ＡＤ,,587002
入金,2025/09/16,千葉銀行,小見川支店,,33620,ＡＤ,,620622
入金,2025/09/16,千葉銀行,小見川支店,,10210,ＡＤ,,630832
入金,2025/09/17,千葉銀行,小見川支店,,28090,ＡＤ,,658922
入金,2025/09/19,千葉銀行,小見川支店,,19700,ＡＤ,,678622
入金,2025/09/22,千葉銀行,小見川支店,,22050,ＡＤ,,700672
入金,2025/09/22,千葉銀行,小見川支店,,30780,ＡＤ,,731452
入金,2025/09/22,千葉銀行,小見川支店,,4490,ＡＤ,,735942
入金,2025/09/25,千葉銀行,小見川支店,,49002,カ）リクル−ト　ペイメン,,784944
出金,2025/09/25,千葉銀行,小見川支店,4136,,ＣＬＣリ−ス,,780808
出金,2025/09/25,千葉銀行,小見川支店,9735,,ＣＬＣリ−ス,,771073
出金,2025/09/25,千葉銀行,小見川支店,55651,,ＣＬＣリ−ス,,715422
入金,2025/09/25,千葉銀行,小見川支店,,30860,ＡＤ,,746282
入金,2025/09/25,千葉銀行,小見川支店,,4370,ＡＤ,,750652
入金,2025/09/26,千葉銀行,小見川支店,,18220,ＡＤ,,768872
入金,2025/09/30,千葉銀行,小見川支店,,153466,ＡＩＲペイＱＲ／カ）デ,,922338
出金,2025/09/30,千葉銀行,小見川支店,348789,,カ）フラバ−ダイニンク,,573549
出金,2025/09/30,千葉銀行,小見川支店,263770,,フツウ　ＷＥＢフリカエ,,309779
入金,2025/09/30,千葉銀行,小見川支店,,20290,ＡＤ,,330069
入金,2025/09/30,千葉銀行,小見川支店,,41780,ＡＤ,,371849
入金,2025/09/30,千葉銀行,小見川支店,,14000,ＡＤ,,385849
入金,2025/09/30,千葉銀行,小見川支店,,16560,ＡＤ,,402409
