入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2025/10/03,千葉銀行,小見川支店,,7120,ＡＤ,,96029
入金,2025/10/03,千葉銀行,小見川支店,,15040,ＡＤ,,111069
入金,2025/10/03,千葉銀行,小見川支店,,11550,ＡＤ,,122619
入金,2025/10/03,千葉銀行,小見川支店,,27900,ＡＤ,,150519
入金,2025/10/03,千葉銀行,小見川支店,,9860,ＡＤ,,160379
入金,2025/10/03,千葉銀行,小見川支店,,110,ＡＤ,,160489
入金,2025/10/03,千葉銀行,小見川支店,,9980,ＡＤ,,170469
入金,2025/10/06,千葉銀行,小見川支店,,88752,カ）リクル−ト　ペイメン,,259221
入金,2025/10/07,千葉銀行,小見川支店,,12750,ＡＤ,,271971
入金,2025/10/10,千葉銀行,小見川支店,,20640,ＡＤ,,292611
入金,2025/10/10,千葉銀行,小見川支店,,32790,ＡＤ,,325401
入金,2025/10/10,千葉銀行,小見川支店,,23280,ＡＤ,,348681
入金,2025/10/10,千葉銀行,小見川支店,,13700,ＡＤ,,362381
入金,2025/10/10,千葉銀行,小見川支店,,15230,ＡＤ,,377611
入金,2025/10/14,千葉銀行,小見川支店,,33430,ＡＤ,,411041
入金,2025/10/14,千葉銀行,小見川支店,,31260,ＡＤ,,442301
入金,2025/10/14,千葉銀行,小見川支店,,158120,ＡＤ,,600421
入金,2025/10/14,千葉銀行,小見川支店,,39890,ＡＤ,,640311
入金,2025/10/16,千葉銀行,小見川支店,,55088,カ）リクル−ト　ペイメン,,695399
出金,2025/10/16,千葉銀行,小見川支店,695000,,フツウ　ＷＥＢフリカエ,,399
入金,2025/10/17,千葉銀行,小見川支店,,695000,フツウ　ＷＥＢフリカエ,,695399
入金,2025/10/21,千葉銀行,小見川支店,,15330,ＡＤ,,710729
入金,2025/10/21,千葉銀行,小見川支店,,15240,ＡＤ,,725969
入金,2025/10/21,千葉銀行,小見川支店,,45740,ＡＤ,,771709
入金,2025/10/21,千葉銀行,小見川支店,,43330,ＡＤ,,815039
入金,2025/10/27,千葉銀行,小見川支店,,112170,カ）リクル−ト　ペイメン,,927209
入金,2025/10/29,千葉銀行,小見川支店,,4940,ＡＤ,,932149
入金,2025/10/29,千葉銀行,小見川支店,,11230,ＡＤ,,943379
出金,2025/10/31,千葉銀行,小見川支店,583045,,カ）ナメガタシロハトフア,,360334
出金,2025/10/31,千葉銀行,小見川支店,13310,,（ユ）シイナカンキヨウセイ,,347024
入金,2025/10/31,千葉銀行,小見川支店,,20370,ＡＤ,,367394
入金,2025/10/31,千葉銀行,小見川支店,,16460,ＡＤ,,383854
入金,2025/10/31,千葉銀行,小見川支店,,9370,ＡＤ,,393224
入金,2025/10/31,千葉銀行,小見川支店,,12430,ＡＤ,,405654
入金,2025/10/31,千葉銀行,小見川支店,,14390,ＡＤ,,420044
入金,2025/10/31,千葉銀行,小見川支店,,19540,ＡＤ,,439584
