入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2026/08/03,千葉銀行,小見川支店,,21900,ＡＤ,,1052130
入金,2026/08/03,千葉銀行,小見川支店,,33500,ＡＤ,,1085630
入金,2026/08/03,千葉銀行,小見川支店,,6450,ＡＤ,,1092080
出金,2026/08/03,千葉銀行,小見川支店,279083,,フツウ　ＷＥＢフリカエ,,812997
入金,2026/08/04,千葉銀行,小見川支店,,11451,ＵＢＥＲ　ＥＡＴＳ　ＪＡＰ,,824448
入金,2026/08/04,千葉銀行,小見川支店,,12150,ＡＤ,,836598
入金,2026/08/05,千葉銀行,小見川支店,,49948,カ）リクル−ト　ペイメン,,886546
出金,2026/08/05,千葉銀行,小見川支店,8959,,カ）カタノシヨウテン,,877587
入金,2026/08/05,千葉銀行,小見川支店,,12400,ＡＤ,,889987
入金,2026/08/07,千葉銀行,小見川支店,,30460,カ）デマエカン,,920447
入金,2026/08/07,千葉銀行,小見川支店,,11450,ＡＤ,,931897
入金,2026/08/10,千葉銀行,小見川支店,,41450,ＡＤ,,973347
入金,2026/08/10,千葉銀行,小見川支店,,16570,ＡＤ,,989917
入金,2026/08/10,千葉銀行,小見川支店,,16170,ＡＤ,,1006087
入金,2026/08/12,千葉銀行,小見川支店,,8086,ＵＢＥＲ　ＥＡＴＳ　ＪＡＰ,,1014173
入金,2026/08/12,千葉銀行,小見川支店,,17800,ＡＤ,,1031973
入金,2026/08/12,千葉銀行,小見川支店,,25080,ＡＤ,,1057053
入金,2026/08/17,千葉銀行,小見川支店,,663,リソク,,1057716
入金,2026/08/17,千葉銀行,小見川支店,,42215,カ）リクル−ト　ペイメン,,1099931
入金,2026/08/17,千葉銀行,小見川支店,,17800,ＡＤ,,1117731
入金,2026/08/17,千葉銀行,小見川支店,,12400,ＡＤ,,1130131
入金,2026/08/17,千葉銀行,小見川支店,,32150,ＡＤ,,1162281
入金,2026/08/17,千葉銀行,小見川支店,,10850,ＡＤ,,1173131
入金,2026/08/18,千葉銀行,小見川支店,,14497,ＵＢＥＲ　ＥＡＴＳ　ＪＡＰ,,1187628
入金,2026/08/18,千葉銀行,小見川支店,,7750,ＡＤ,,1195378
出金,2026/08/20,千葉銀行,小見川支店,5874,,ＭＨＦ）セキシヨウ,,1189504
入金,2026/08/20,千葉銀行,小見川支店,,15800,ＡＤ,,1205304
入金,2026/08/21,千葉銀行,小見川支店,,16800,ＡＤ,,1222104
入金,2026/08/24,千葉銀行,小見川支店,,25150,ＡＤ,,1247254
入金,2026/08/24,千葉銀行,小見川支店,,41450,ＡＤ,,1288704
入金,2026/08/24,千葉銀行,小見川支店,,20550,ＡＤ,,1309254
入金,2026/08/25,千葉銀行,小見川支店,,50999,カ）リクル−ト　ペイメン,,1360253
出金,2026/08/25,千葉銀行,小見川支店,4136,,ＣＬＣリ−ス,,1356117
出金,2026/08/25,千葉銀行,小見川支店,9735,,ＣＬＣリ−ス,,1346382
出金,2026/08/25,千葉銀行,小見川支店,55651,,ＣＬＣリ−ス,,1290731
入金,2026/08/25,千葉銀行,小見川支店,,7625,ＵＢＥＲ　ＥＡＴＳ　ＪＡＰ,,1298356
入金,2026/08/25,千葉銀行,小見川支店,,17350,ＡＤ,,1315706
入金,2026/08/26,千葉銀行,小見川支店,,5050,ＡＤ,,1320756
出金,2026/08/28,千葉銀行,小見川支店,317870,,フツウ　ＷＥＢフリカエ,,1002886
出金,2026/08/28,千葉銀行,小見川支店,291753,,フツウ　ＷＥＢフリカエ,,711133
入金,2026/08/31,千葉銀行,小見川支店,,142621,ＡＩＲペイＱＲ／カ）デ,,853754
入金,2026/08/31,千葉銀行,小見川支店,,11150,ＡＤ,,864904
入金,2026/08/31,千葉銀行,小見川支店,,27100,ＡＤ,,892004
入金,2026/08/31,千葉銀行,小見川支店,,16600,ＡＤ,,908604
入金,2026/08/31,千葉銀行,小見川支店,,25250,ＡＤ,,933854
