入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2026/03/02,千葉銀行,小見川支店,,27280,ＡＤ,,197859
入金,2026/03/02,千葉銀行,小見川支店,,31790,ＡＤ,,229649
入金,2026/03/02,千葉銀行,小見川支店,,17600,ＡＤ,,247249
出金,2026/03/02,千葉銀行,小見川支店,155729,,フツウ　ＷＥＢフリカエ,,91520
入金,2026/03/03,千葉銀行,小見川支店,,2313,ＵＢＥＲ　ＥＡＴＳ　ＪＡＰ,,93833
入金,2026/03/03,千葉銀行,小見川支店,,6700,ＡＤ,,100533
入金,2026/03/05,千葉銀行,小見川支店,,85071,カ）リクル−ト　ペイメン,,185604
出金,2026/03/05,千葉銀行,小見川支店,10194,,カ）カタノシヨウテン,,175410
入金,2026/03/05,千葉銀行,小見川支店,,18070,ＡＤ,,193480
入金,2026/03/06,千葉銀行,小見川支店,,23861,カ）デマエカン,,217341
入金,2026/03/06,千葉銀行,小見川支店,,16800,ＡＤ,,234141
入金,2026/03/09,千葉銀行,小見川支店,,22590,ＡＤ,,256731
入金,2026/03/09,千葉銀行,小見川支店,,53970,ＡＤ,,310701
入金,2026/03/09,千葉銀行,小見川支店,,18850,ＡＤ,,329551
入金,2026/03/10,千葉銀行,小見川支店,,2981,ＵＢＥＲ　ＥＡＴＳ　ＪＡＰ,,332532
入金,2026/03/10,千葉銀行,小見川支店,,9200,ＡＤ,,341732
入金,2026/03/12,千葉銀行,小見川支店,,17650,ＡＤ,,359382
入金,2026/03/13,千葉銀行,小見川支店,,33320,ＡＤ,,392702
入金,2026/03/16,千葉銀行,小見川支店,,45160,カ）リクル−ト　ペイメン,,437862
入金,2026/03/16,千葉銀行,小見川支店,,23450,ＡＤ,,461312
入金,2026/03/16,千葉銀行,小見川支店,,35120,ＡＤ,,496432
入金,2026/03/16,千葉銀行,小見川支店,,16050,ＡＤ,,512482
入金,2026/03/17,千葉銀行,小見川支店,,6151,ＵＢＥＲ　ＥＡＴＳ　ＪＡＰ,,518633
入金,2026/03/17,千葉銀行,小見川支店,,12200,ＡＤ,,530833
出金,2026/03/19,千葉銀行,小見川支店,530000,,フツウ　ＷＥＢフリカエ,,833
入金,2026/03/23,千葉銀行,小見川支店,,26950,ＡＤ,,27783
入金,2026/03/23,千葉銀行,小見川支店,,24910,ＡＤ,,52693
入金,2026/03/23,千葉銀行,小見川支店,,40250,ＡＤ,,92943
入金,2026/03/23,千葉銀行,小見川支店,,16150,ＡＤ,,109093
入金,2026/03/24,千葉銀行,小見川支店,,3651,ＵＢＥＲ　ＥＡＴＳ　ＪＡＰ,,112744
入金,2026/03/24,千葉銀行,小見川支店,,17770,ＡＤ,,130514
入金,2026/03/25,千葉銀行,小見川支店,,61219,カ）リクル−ト　ペイメン,,191733
出金,2026/03/25,千葉銀行,小見川支店,4136,,ＣＬＣリ−ス,,187597
出金,2026/03/25,千葉銀行,小見川支店,9735,,ＣＬＣリ−ス,,177862
出金,2026/03/25,千葉銀行,小見川支店,55651,,ＣＬＣリ−ス,,122211
入金,2026/03/25,千葉銀行,小見川支店,,11210,ＡＤ,,133421
入金,2026/03/27,千葉銀行,小見川支店,,25510,ＡＤ,,158931
入金,2026/03/31,千葉銀行,小見川支店,,74871,ＡＩＲペイＱＲ／カ）デ,,233802
入金,2026/03/31,千葉銀行,小見川支店,,5356,ＵＢＥＲ　ＥＡＴＳ　ＪＡＰ,,239158
入金,2026/03/31,千葉銀行,小見川支店,,44650,ＡＤ,,283808
入金,2026/03/31,千葉銀行,小見川支店,,33920,ＡＤ,,317728
入金,2026/03/31,千葉銀行,小見川支店,,37960,ＡＤ,,355688
入金,2026/03/31,千葉銀行,小見川支店,,9760,ＡＤ,,365448
出金,2026/03/31,千葉銀行,小見川支店,261817,,フツウ　ＷＥＢフリカエ,,103631
