入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2025/11/04,千葉銀行,小見川支店,,11000,ＡＤ,,732835
入金,2025/11/04,千葉銀行,小見川支店,,19000,ＡＤ,,751835
入金,2025/11/04,千葉銀行,小見川支店,,23500,ＡＤ,,775335
入金,2025/11/04,千葉銀行,小見川支店,,14350,ＡＤ,,789685
出金,2025/11/05,千葉銀行,小見川支店,8047,,カ）カタノシヨウテン,,781638
入金,2025/11/05,千葉銀行,小見川支店,,3500,ＡＤ,,785138
入金,2025/11/06,千葉銀行,小見川支店,,59373,カ）リクル−ト　ペイメン,,844511
入金,2025/11/07,千葉銀行,小見川支店,,9100,ＡＤ,,853611
入金,2025/11/10,千葉銀行,小見川支店,,9100,ＡＤ,,862711
入金,2025/11/10,千葉銀行,小見川支店,,19200,ＡＤ,,881911
入金,2025/11/10,千葉銀行,小見川支店,,13700,ＡＤ,,895611
入金,2025/11/11,千葉銀行,小見川支店,,12650,ＡＤ,,908261
入金,2025/11/12,千葉銀行,小見川支店,,10300,ＡＤ,,918561
入金,2025/11/14,千葉銀行,小見川支店,,10800,ＡＤ,,929361
入金,2025/11/17,千葉銀行,小見川支店,,110232,カ）リクル−ト　ペイメン,,1039593
入金,2025/11/17,千葉銀行,小見川支店,,46950,ＡＤ,,1086543
入金,2025/11/17,千葉銀行,小見川支店,,93500,ＡＤ,,1180043
入金,2025/11/17,千葉銀行,小見川支店,,14550,ＡＤ,,1194593
入金,2025/11/18,千葉銀行,小見川支店,,5250,ＡＤ,,1199843
入金,2025/11/20,千葉銀行,小見川支店,,4400,ＡＤ,,1204243
出金,2025/11/21,千葉銀行,小見川支店,1000000,,フツウ　ＷＥＢフリカエ,,204243
入金,2025/11/21,千葉銀行,小見川支店,,8570,ＡＤ,,212813
出金,2025/11/21,千葉銀行,小見川支店,8570,,ＣＤ,,204243
入金,2025/11/21,千葉銀行,小見川支店,,7950,ＡＤ,,212193
入金,2025/11/25,千葉銀行,小見川支店,,2000,ＡＤ,,214193
入金,2025/11/25,千葉銀行,小見川支店,,40450,ＡＤ,,254643
入金,2025/11/25,千葉銀行,小見川支店,,37050,ＡＤ,,291693
入金,2025/11/25,千葉銀行,小見川支店,,6300,ＡＤ,,297993
入金,2025/11/26,千葉銀行,小見川支店,,138397,カ）リクル−ト　ペイメン,,436390
入金,2025/11/26,千葉銀行,小見川支店,,24650,ＡＤ,,461040
出金,2025/11/26,千葉銀行,小見川支店,3000,,ＣＤ,,458040
出金,2025/11/27,千葉銀行,小見川支店,13235,,ＳＭＢＣ（スズキ,,444805
出金,2025/11/27,千葉銀行,小見川支店,108383,,フツウ　ＷＥＢフリカエ,,336422
出金,2025/11/27,千葉銀行,小見川支店,145223,,フツウ　ＷＥＢフリカエ,,191199
入金,2025/11/28,千葉銀行,小見川支店,,71407,ＡＩＲペイＱＲ／カ）デ,,262606
出金,2025/11/28,千葉銀行,小見川支店,30330,,（カ）ハナマル　ＷＥＢ,,232276
入金,2025/11/28,千葉銀行,小見川支店,,13300,ＡＤ,,245576
