入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2026/06/01,千葉銀行,小見川支店,,22630,ＡＤ,,757482
入金,2026/06/01,千葉銀行,小見川支店,,25850,ＡＤ,,783332
出金,2026/06/01,千葉銀行,小見川支店,768980,,フツウ　ＷＥＢフリカエ,,14352
入金,2026/06/05,千葉銀行,小見川支店,,16566,カ）リクル－ト　ペイメン,,30918
入金,2026/06/08,千葉銀行,小見川支店,,42070,ＡＤ,,72988
入金,2026/06/08,千葉銀行,小見川支店,,51200,ＡＤ,,124188
入金,2026/06/08,千葉銀行,小見川支店,,23480,ＡＤ,,147668
入金,2026/06/15,千葉銀行,小見川支店,,36678,カ）リクル−ト　ペイメン,,184346
入金,2026/06/15,千葉銀行,小見川支店,,37295,ＡＤ,,221641
入金,2026/06/15,千葉銀行,小見川支店,,54700,ＡＤ,,276341
入金,2026/06/15,千葉銀行,小見川支店,,77800,ＡＤ,,354141
入金,2026/06/15,千葉銀行,小見川支店,,19500,ＡＤ,,373641
入金,2026/06/16,千葉銀行,小見川支店,,98580,ＡＤ,,472221
入金,2026/06/16,千葉銀行,小見川支店,,48680,ＡＤ,,520901
入金,2026/06/16,千葉銀行,小見川支店,,49960,ＡＤ,,570861
入金,2026/06/16,千葉銀行,小見川支店,,77110,ＡＤ,,647971
入金,2026/06/16,千葉銀行,小見川支店,,76090,ＡＤ,,724061
入金,2026/06/16,千葉銀行,小見川支店,,16810,ＡＤ,,740871
入金,2026/06/23,千葉銀行,小見川支店,,21860,ＡＤ,,762731
入金,2026/06/23,千葉銀行,小見川支店,,48080,ＡＤ,,810811
入金,2026/06/25,千葉銀行,小見川支店,,25846,カ）リクル−ト　ペイメン,,836657
入金,2026/06/26,千葉銀行,小見川支店,,69120,ＡＤ,,905777
入金,2026/06/26,千葉銀行,小見川支店,,44210,ＡＤ,,949987
入金,2026/06/26,千葉銀行,小見川支店,,17040,ＡＤ,,967027
入金,2026/06/26,千葉銀行,小見川支店,,16600,ＡＤ,,983627
