入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2025/11/04,千葉銀行,小見川支店,,19310,ＡＤ,,586817
入金,2025/11/04,千葉銀行,小見川支店,,43890,ＡＤ,,630707
入金,2025/11/04,千葉銀行,小見川支店,,81540,ＡＤ,,712247
入金,2025/11/04,千葉銀行,小見川支店,,26200,ＡＤ,,738447
出金,2025/11/05,千葉銀行,小見川支店,19192,,カ）カタノシヨウテン,,719255
入金,2025/11/05,千葉銀行,小見川支店,,12320,ＡＤ,,731575
入金,2025/11/06,千葉銀行,小見川支店,,147774,カ）リクル−ト　ペイメン,,879349
入金,2025/11/07,千葉銀行,小見川支店,,90260,ＡＤ,,969609
入金,2025/11/10,千葉銀行,小見川支店,,39220,ＡＤ,,1008829
入金,2025/11/10,千葉銀行,小見川支店,,76320,ＡＤ,,1085149
入金,2025/11/10,千葉銀行,小見川支店,,23650,ＡＤ,,1108799
入金,2025/11/11,千葉銀行,小見川支店,,25030,ＡＤ,,1133829
入金,2025/11/12,千葉銀行,小見川支店,,39870,ＡＤ,,1173699
入金,2025/11/14,千葉銀行,小見川支店,,52390,ＡＤ,,1226089
入金,2025/11/17,千葉銀行,小見川支店,,88254,カ）リクル−ト　ペイメン,,1314343
入金,2025/11/17,千葉銀行,小見川支店,,27550,ＡＤ,,1341893
入金,2025/11/17,千葉銀行,小見川支店,,72760,ＡＤ,,1414653
入金,2025/11/17,千葉銀行,小見川支店,,8860,ＡＤ,,1423513
入金,2025/11/18,千葉銀行,小見川支店,,13710,ＡＤ,,1437223
入金,2025/11/20,千葉銀行,小見川支店,,20880,ＡＤ,,1458103
出金,2025/11/21,千葉銀行,小見川支店,1200000,,フツウ　ＷＥＢフリカエ,,258103
入金,2025/11/21,千葉銀行,小見川支店,,37190,ＡＤ,,295293
入金,2025/11/25,千葉銀行,小見川支店,,73960,ＡＤ,,369253
入金,2025/11/25,千葉銀行,小見川支店,,66150,ＡＤ,,435403
入金,2025/11/25,千葉銀行,小見川支店,,18120,ＡＤ,,453523
入金,2025/11/26,千葉銀行,小見川支店,,113199,カ）リクル−ト　ペイメン,,566722
入金,2025/11/26,千葉銀行,小見川支店,,19650,ＡＤ,,586372
出金,2025/11/27,千葉銀行,小見川支店,363573,,フツウ　ＷＥＢフリカエ,,222799
出金,2025/11/27,千葉銀行,小見川支店,194997,,フツウ　ＷＥＢフリカエ,,27802
入金,2025/11/28,千葉銀行,小見川支店,,180993,ＡＩＲペイＱＲ／カ）デ,,208795
入金,2025/11/28,千葉銀行,小見川支店,,34150,ＡＤ,,242945
