入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2025/10/01,千葉銀行,小見川支店,,11440,ＡＤ,,413849
入金,2025/10/03,千葉銀行,小見川支店,,15140,ＡＤ,,428989
入金,2025/10/06,千葉銀行,小見川支店,,34678,カ）リクル−ト　ペイメン,,463667
出金,2025/10/06,千葉銀行,小見川支店,10828,,カ）カタノシヨウテン,,452839
入金,2025/10/06,千葉銀行,小見川支店,,14410,ＡＤ,,467249
入金,2025/10/06,千葉銀行,小見川支店,,33030,ＡＤ,,500279
入金,2025/10/06,千葉銀行,小見川支店,,20760,ＡＤ,,521039
入金,2025/10/07,千葉銀行,小見川支店,,40257,カ）デマエカン,,561296
入金,2025/10/07,千葉銀行,小見川支店,,10980,ＡＤ,,572276
入金,2025/10/08,千葉銀行,小見川支店,,24570,ＡＤ,,596846
入金,2025/10/10,千葉銀行,小見川支店,,12700,ＡＤ,,609546
入金,2025/10/14,千葉銀行,小見川支店,,8930,ＡＤ,,618476
入金,2025/10/14,千葉銀行,小見川支店,,57150,ＡＤ,,675626
入金,2025/10/14,千葉銀行,小見川支店,,37890,ＡＤ,,713516
入金,2025/10/14,千葉銀行,小見川支店,,5330,ＡＤ,,718846
入金,2025/10/15,千葉銀行,小見川支店,,4700,ＡＤ,,723546
入金,2025/10/16,千葉銀行,小見川支店,,43603,カ）リクル−ト　ペイメン,,767149
出金,2025/10/16,千葉銀行,小見川支店,767000,,フツウ　ＷＥＢフリカエ,,149
入金,2025/10/17,千葉銀行,小見川支店,,31560,ＡＤ,,31709
入金,2025/10/17,千葉銀行,小見川支店,,767000,フツウ　ＷＥＢフリカエ,,798709
入金,2025/10/20,千葉銀行,小見川支店,,11220,ＡＤ,,809929
入金,2025/10/20,千葉銀行,小見川支店,,27800,ＡＤ,,837729
入金,2025/10/20,千葉銀行,小見川支店,,22200,ＡＤ,,859929
入金,2025/10/21,千葉銀行,小見川支店,,5210,ＡＤ,,865139
入金,2025/10/23,千葉銀行,小見川支店,,21150,ＡＤ,,886289
入金,2025/10/24,千葉銀行,小見川支店,,20970,ＡＤ,,907259
入金,2025/10/27,千葉銀行,小見川支店,,33244,カ）リクル−ト　ペイメン,,940503
出金,2025/10/27,千葉銀行,小見川支店,4136,,ＣＬＣリ−ス,,936367
出金,2025/10/27,千葉銀行,小見川支店,9735,,ＣＬＣリ−ス,,926632
出金,2025/10/27,千葉銀行,小見川支店,55651,,ＣＬＣリ−ス,,870981
入金,2025/10/27,千葉銀行,小見川支店,,22660,ＡＤ,,893641
入金,2025/10/27,千葉銀行,小見川支店,,9620,ＡＤ,,903261
入金,2025/10/27,千葉銀行,小見川支店,,20760,ＡＤ,,924021
入金,2025/10/28,千葉銀行,小見川支店,,17540,ＡＤ,,941561
入金,2025/10/29,千葉銀行,小見川支店,,13180,ＡＤ,,954741
出金,2025/10/30,千葉銀行,小見川支店,291438,,フツウ　ＷＥＢフリカエ,,663303
入金,2025/10/31,千葉銀行,小見川支店,,140111,ＡＩＲペイＱＲ／カ）デ,,803414
出金,2025/10/31,千葉銀行,小見川支店,237480,,カ）フラバ－ダイニンク,,565934
入金,2025/10/31,千葉銀行,小見川支店,,20270,ＡＤ,,586204
