入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
出金,2026/01/05,千葉銀行,小見川支店,22747,,カ）カタノシヨウテン,,1248935
入金,2026/01/05,千葉銀行,小見川支店,,44580,ＡＤ,,1293515
入金,2026/01/05,千葉銀行,小見川支店,,77710,ＡＤ,,1371225
入金,2026/01/05,千葉銀行,小見川支店,,16840,ＡＤ,,1388065
入金,2026/01/06,千葉銀行,小見川支店,,48030,ＡＤ,,1436095
入金,2026/01/07,千葉銀行,小見川支店,,235634,カ）リクル−ト　ペイメン,,1671729
出金,2026/01/08,千葉銀行,小見川支店,300000,,フツウ　ＷＥＢフリカエ,,1371729
入金,2026/01/08,千葉銀行,小見川支店,,29670,ＡＤ,,1401399
入金,2026/01/09,千葉銀行,小見川支店,,14150,ＡＤ,,1415549
入金,2026/01/13,千葉銀行,小見川支店,,17590,ＡＤ,,1433139
入金,2026/01/15,千葉銀行,小見川支店,,126317,カ）リクル−ト　ペイメン,,1559456
入金,2026/01/16,千葉銀行,小見川支店,,34470,ＡＤ,,1593926
入金,2026/01/19,千葉銀行,小見川支店,,16570,ＡＤ,,1610496
入金,2026/01/19,千葉銀行,小見川支店,,53010,ＡＤ,,1663506
入金,2026/01/19,千葉銀行,小見川支店,,7900,ＡＤ,,1671406
入金,2026/01/20,千葉銀行,小見川支店,,19470,ＡＤ,,1690876
出金,2026/01/20,千葉銀行,小見川支店,1600000,,フツウ　ＷＥＢフリカエ,,90876
入金,2026/01/22,千葉銀行,小見川支店,,19990,ＡＤ,,110866
入金,2026/01/23,千葉銀行,小見川支店,,28010,ＡＤ,,138876
入金,2026/01/26,千葉銀行,小見川支店,,54166,カ）リクル−ト　ペイメン,,193042
入金,2026/01/26,千葉銀行,小見川支店,,25030,ＡＤ,,218072
入金,2026/01/26,千葉銀行,小見川支店,,86040,ＡＤ,,304112
入金,2026/01/26,千葉銀行,小見川支店,,37940,ＡＤ,,342052
入金,2026/01/27,千葉銀行,小見川支店,,7040,ＡＤ,,349092
入金,2026/01/28,千葉銀行,小見川支店,,17440,ＡＤ,,366532
入金,2026/01/30,千葉銀行,小見川支店,,39334,ＡＩＲペイＱＲ／カ）デ,,405866
入金,2026/01/30,千葉銀行,小見川支店,,52770,ＡＤ,,458636
出金,2026/01/30,千葉銀行,小見川支店,375316,,フツウ　ＷＥＢフリカエ,,83320
