入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
出金,2025/10/01,千葉銀行,小見川支店,178010,,ヘンサイ,,5181044
出金,2025/10/01,千葉銀行,小見川支店,368252,,ヘンサイ,,4812792
出金,2025/10/01,千葉銀行,小見川支店,149875,,ヘンサイ,,4662917
出金,2025/10/01,千葉銀行,小見川支店,112341,,ヘンサイ,,4550576
出金,2025/10/01,千葉銀行,小見川支店,246350,,ヘンサイ,,4304226
出金,2025/10/01,千葉銀行,小見川支店,500000,,ツミタテ,,3804226
出金,2025/10/02,千葉銀行,小見川支店,8360,,カシキンコ　　　１０−　１,,3795866
出金,2025/10/02,千葉銀行,小見川支店,106051,,トヨタフアイナンス,,3689815
出金,2025/10/03,千葉銀行,小見川支店,8580,,ミツイスミトモＦＬ（ＳＭＦ,,3681235
出金,2025/10/03,千葉銀行,小見川支店,143552,,ＲＫＳ．リクジソウゴウ,,3537683
出金,2025/10/06,千葉銀行,小見川支店,41800,,リコ−リ−ス,,3495883
出金,2025/10/06,千葉銀行,小見川支店,365942,,セイサクコウコ（コク）,,3129941
出金,2025/10/06,千葉銀行,小見川支店,1117,,ガスリヨウキン,,3128824
出金,2025/10/08,千葉銀行,小見川支店,91850,,サカモト　アキヒコ　ＷＥＢ,,3036974
入金,2025/10/09,千葉銀行,小見川支店,,13000,トウデンＰＧ　コウニユウ,,3049974
入金,2025/10/09,千葉銀行,小見川支店,,2092321,フツウ　ＷＥＢフリカエ,,5142295
入金,2025/10/09,千葉銀行,小見川支店,,938711,フツウ　ＷＥＢフリカエ,,6081006
入金,2025/10/09,千葉銀行,小見川支店,,770615,フツウ　ＷＥＢフリカエ,,6851621
出金,2025/10/10,千葉銀行,小見川支店,20185,,マツシタ　タケオ　ＷＥＢ,,6831436
出金,2025/10/10,千葉銀行,小見川支店,110550,,カ）テイ−マツプ　ＷＥＢ,,6720886
出金,2025/10/10,千葉銀行,小見川支店,24860,,（カ）オニオンシンブンシ,,6696026
出金,2025/10/10,千葉銀行,小見川支店,6941,,カ．グロ−バルクリ−ン,,6689085
出金,2025/10/10,千葉銀行,小見川支店,24475,,カ）ケミカル　テクノロジ,,6664610
出金,2025/10/10,千葉銀行,小見川支店,18332,,（カ）スギヤマ　ＷＥＢ,,6646278
出金,2025/10/10,千葉銀行,小見川支店,10098,,カ）ニツセ−デリカ　ＷＥ,,6636180
出金,2025/10/10,千葉銀行,小見川支店,249271,,（カ）ビ−エム　ＷＥＢ,,6386909
出金,2025/10/10,千葉銀行,小見川支店,215050,,コバヤシ　トモカズ　Ｗ,,6171859
出金,2025/10/10,千葉銀行,小見川支店,692780,,ロ−プワ−ク　（カ　ＷＥ,,5479079
出金,2025/10/10,千葉銀行,小見川支店,11385,,タカツカ　マコト　ＷＥＢ,,5467694
出金,2025/10/10,千葉銀行,小見川支店,17955,,ド）ジヨイント　ＷＥＢ,,5449739
出金,2025/10/10,千葉銀行,小見川支店,37548,,ムロタユリヨウ（カ）　ＷＥ,,5412191
出金,2025/10/10,千葉銀行,小見川支店,227810,,ニシオレントオ−ル　（カ,,5184381
出金,2025/10/10,千葉銀行,小見川支店,5115,,カ）ソウゴウカンキヨウフ,,5179266
出金,2025/10/10,千葉銀行,小見川支店,20385,,ニホンビルメンケイエイヒ,,5158881
出金,2025/10/10,千葉銀行,小見川支店,1021860,,ニホンハトタイサクセンタ−,,4137021
入金,2025/10/10,千葉銀行,小見川支店,,154000,フツウ　ＷＥＢフリカエ,,4291021
出金,2025/10/10,千葉銀行,小見川支店,5500,,ＷＥＢ−ＥＢ,,4285521
出金,2025/10/10,千葉銀行,小見川支店,991395,,ＪＣＢ,,3294126
出金,2025/10/10,千葉銀行,小見川支店,30000,,ミツイスミトモカ−ド,,3264126
入金,2025/10/10,千葉銀行,小見川支店,,1232000,ユ）サトウケンセツコウギ,,4496126
入金,2025/10/10,千葉銀行,小見川支店,,295000,プロスタイル（カ,,4791126
出金,2025/10/10,千葉銀行,小見川支店,100550,,ミユ−ジツクセキユリテイ,,4690576
出金,2025/10/10,千葉銀行,小見川支店,300330,,コウノ　リユウジ　ＷＥＢ,,4390246
出金,2025/10/10,千葉銀行,小見川支店,200000,,ＣＤ,,4190246
入金,2025/10/10,千葉銀行,小見川支店,,200000,イシゲ　タクミ,,4390246
入金,2025/10/11,千葉銀行,小見川支店,,200000,イシゲ　タクミ,,4590246
入金,2025/10/13,千葉銀行,小見川支店,,184781,イシゲ　タクミ,,4775027
出金,2025/10/14,千葉銀行,小見川支店,1258424,,ＢＳ）フリ−カ−ド,,3516603
出金,2025/10/14,千葉銀行,小見川支店,26650,,ＮＳ　カイギシヨＧ,,3489953
入金,2025/10/15,千葉銀行,小見川支店,,103455,ユ）ネツトクリ−ンヘルパ,,3593408
入金,2025/10/15,千葉銀行,小見川支店,,33000,ド）ジヨイント,,3626408
入金,2025/10/15,千葉銀行,小見川支店,,1200000,アキシカ　ハルナ,,4826408
入金,2025/10/16,千葉銀行,小見川支店,,435000,フツウ　ＷＥＢフリカエ,,5261408
入金,2025/10/16,千葉銀行,小見川支店,,490000,フツウ　ＷＥＢフリカエ,,5751408
入金,2025/10/16,千葉銀行,小見川支店,,695000,フツウ　ＷＥＢフリカエ,,6446408
入金,2025/10/16,千葉銀行,小見川支店,,767000,フツウ　ＷＥＢフリカエ,,7213408
入金,2025/10/16,千葉銀行,小見川支店,,658000,フツウ　ＷＥＢフリカエ,,7871408
入金,2025/10/16,千葉銀行,小見川支店,,480000,フツウ　ＷＥＢフリカエ,,8351408
入金,2025/10/16,千葉銀行,小見川支店,,332000,フツウ　ＷＥＢフリカエ,,8683408
入金,2025/10/16,千葉銀行,小見川支店,,1500000,プロスタイル（カ,,10183408
出金,2025/10/17,千葉銀行,小見川支店,10000000,,ヘンサイ,,183408
入金,2025/10/17,千葉銀行,小見川支店,,9884836,カシダシ,,10068244
出金,2025/10/17,千葉銀行,小見川支店,435000,,フツウ　ＷＥＢフリカエ,,9633244
出金,2025/10/17,千葉銀行,小見川支店,490000,,フツウ　ＷＥＢフリカエ,,9143244
出金,2025/10/17,千葉銀行,小見川支店,695000,,フツウ　ＷＥＢフリカエ,,8448244
出金,2025/10/17,千葉銀行,小見川支店,767000,,フツウ　ＷＥＢフリカエ,,7681244
出金,2025/10/17,千葉銀行,小見川支店,658000,,フツウ　ＷＥＢフリカエ,,7023244
出金,2025/10/17,千葉銀行,小見川支店,480000,,フツウ　ＷＥＢフリカエ,,6543244
出金,2025/10/17,千葉銀行,小見川支店,332000,,フツウ　ＷＥＢフリカエ,,6211244
入金,2025/10/17,千葉銀行,小見川支店,,148500,カ）プラスワン,,6359744
出金,2025/10/17,千葉銀行,小見川支店,75550,,シマブクロ　タカヤ　ＷＥ,,6284194
入金,2025/10/19,千葉銀行,小見川支店,,33000,リラコルギケ−ホライズ,,6317194
入金,2025/10/19,千葉銀行,小見川支店,,33000,スズキ　ヒデカズ,,6350194
出金,2025/10/20,千葉銀行,小見川支店,2530,,イガラシシヨウカイ,,6347664
出金,2025/10/20,千葉銀行,小見川支店,242,,カメイテンツウシンリヨウ,,6347422
入金,2025/10/20,千葉銀行,小見川支店,,105600,カ）ユウヤ,,6453022
入金,2025/10/20,千葉銀行,小見川支店,,1826000,カ）ダスキンプロダク,,8279022
入金,2025/10/21,千葉銀行,小見川支店,,291720,ド）キヨウセイクリ−ント,,8570742
入金,2025/10/22,千葉銀行,小見川支店,,41900,（カ）プロセミ　カトウ,,8612642
出金,2025/10/22,千葉銀行,小見川支店,17345,,キヨウエイカイ　ジブラ,,8595297
出金,2025/10/22,千葉銀行,小見川支店,55000,,ＮＳＳ．フオ−ゲル,,8540297
出金,2025/10/23,千葉銀行,小見川支店,6396748,,キユウヨシキン,,2143549
出金,2025/10/23,千葉銀行,小見川支店,5280,,フリコミリヨウ,,2138269
入金,2025/10/23,千葉銀行,小見川支店,,33000,（カ）アヤメ　エンジヨウ,,2171269
入金,2025/10/24,千葉銀行,小見川支店,,1589500,カ）ニツセ－デリカ,,3760769
出金,2025/10/27,千葉銀行,小見川支店,45486,,ライフカ−ド（カ,ナディハルアパート代 ,3715283
出金,2025/10/27,千葉銀行,小見川支店,47090,,ＰＧＢＳプルデンシヤル,,3668193
出金,2025/10/27,千葉銀行,小見川支店,13920,,ソンポジヤパン,,3654273
出金,2025/10/27,千葉銀行,小見川支店,34987,,ソンポジヤパン,,3619286
出金,2025/10/27,千葉銀行,小見川支店,86398,,ソンポジヤパン,,3532888
出金,2025/10/27,千葉銀行,小見川支店,3300,,ＤＦ．テイコクデ−タ,,3529588
出金,2025/10/27,千葉銀行,小見川支店,69853,,ＤＦ．コモンリヨウ,,3459735
出金,2025/10/27,千葉銀行,小見川支店,4813,,ＭＨＦ）ハシモト．マルハ,,3454922
出金,2025/10/27,千葉銀行,小見川支店,23980,,ＣＬＣリ−ス,,3430942
出金,2025/10/27,千葉銀行,小見川支店,1870,,カトリシスイドウ,,3429072
出金,2025/10/27,千葉銀行,小見川支店,6930,,スイドウリヨウキン,,3422142
出金,2025/10/28,千葉銀行,小見川支店,2999,,トウキヨウデンリヨク,,3419143
入金,2025/10/29,千葉銀行,小見川支店,,3944,サワラゼイムシヨ,,3423087
出金,2025/10/29,千葉銀行,小見川支店,100000,,ＣＤ,,3323087
入金,2025/10/30,千葉銀行,小見川支店,,173250,チバビルメンテナンス（,,3496337
入金,2025/10/30,千葉銀行,小見川支店,,2000000,ツミタテ,,5496337
出金,2025/10/30,千葉銀行,小見川支店,1815550,,,,3680787
入金,2025/10/31,千葉銀行,小見川支店,,41250,ソウブキヨウキユウセンタ,,3722037
入金,2025/10/31,千葉銀行,小見川支店,,550718,サンコウ（カ,,4272755
入金,2025/10/31,千葉銀行,小見川支店,,1115846,カ）トウシンビルシステム,,5388601
入金,2025/10/31,千葉銀行,小見川支店,,246259,エヌエスコウギヨウ（カ,,5634860
入金,2025/10/31,千葉銀行,小見川支店,,148500,サンキユウカブシキガイ,,5783360
出金,2025/10/31,千葉銀行,小見川支店,189434,,ヘンサイ,,5593926
入金,2025/10/31,千葉銀行,小見川支店,,22000,ニホンパルエンジニアリ,,5615926
出金,2025/10/31,千葉銀行,小見川支店,145550,,ユ）アサヒフドウサン　Ｗ,,5470376
出金,2025/10/31,千葉銀行,小見川支店,54550,,ツジ　リヨウタロウ　ＷＥ,,5415826
出金,2025/10/31,千葉銀行,小見川支店,50550,,ゴルフフロンテイアミツヨ,,5365276
出金,2025/10/31,千葉銀行,小見川支店,112330,,カ）　チムニ－タウン　ＷＥ,,5252946
出金,2025/10/31,千葉銀行,小見川支店,180550,,サクマ　トモヨ　ＷＥＢ,,5072396
出金,2025/10/31,千葉銀行,小見川支店,36084,,（カ）プロセミ　ＷＥＢ,,5036312
出金,2025/10/31,千葉銀行,小見川支店,50550,,カ）ピカピカ　ＷＥＢ,,4985762
出金,2025/10/31,千葉銀行,小見川支店,214087,,カシマシヨクヒン（カ　ＷＥ,,4771675
出金,2025/10/31,千葉銀行,小見川支店,25487,,トウソウシヨクニクセンタ－,,4746188
入金,2025/10/31,千葉銀行,小見川支店,,33000,（カ）チイキカツセイシヤ,,4779188
出金,2025/10/31,千葉銀行,小見川支店,17820,,セコム（カ）,,4761368
出金,2025/10/31,千葉銀行,小見川支店,1373244,,シヤカイホケンリヨウ,,3388124
入金,2025/10/31,千葉銀行,小見川支店,,1200,カ）チムニ－タウン,,3389324
入金,2025/10/31,千葉銀行,小見川支店,,79200,シヤ）ニホンカイジケンテ,,3468524
入金,2025/10/31,千葉銀行,小見川支店,,34650,カ）サンクマイル,,3503174
入金,2025/10/31,千葉銀行,小見川支店,,144971,イ）エイセイカイ,,3648145
入金,2025/10/31,千葉銀行,小見川支店,,17600,カ）アセツトフオ－カス,,3665745
入金,2025/10/31,千葉銀行,小見川支店,,554400,ト－タルステイ．カ,,4220145
入金,2025/10/31,千葉銀行,小見川支店,,1265280,シナネンアクシア（カ,,5485425
入金,2025/10/31,千葉銀行,小見川支店,,1361500,ケイオウカンコウ（カ,,6846925
入金,2025/10/31,千葉銀行,小見川支店,,144859,ヨコガワソリユ－シヨンサ,,6991784
入金,2025/10/31,千葉銀行,小見川支店,,92964,フルヤニユウギヨウ（カ）,,7084748
入金,2025/10/31,千葉銀行,小見川支店,,196450,カ）ツカサセツケイジムシ,,7281198
入金,2025/10/31,千葉銀行,小見川支店,,55000,ヤマノデンセツ（ユ,,7336198
