入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2025/10/01,千葉銀行,小見川支店,,53650,ＡＤ,,311732
入金,2025/10/03,千葉銀行,小見川支店,,13650,ＡＤ,,325382
入金,2025/10/06,千葉銀行,小見川支店,,80123,カ）リクル−ト　ペイメン,,405505
出金,2025/10/06,千葉銀行,小見川支店,9596,,カ）カタノシヨウテン,,395909
入金,2025/10/06,千葉銀行,小見川支店,,26450,ＡＤ,,422359
入金,2025/10/06,千葉銀行,小見川支店,,32750,ＡＤ,,455109
入金,2025/10/06,千葉銀行,小見川支店,,11250,ＡＤ,,466359
入金,2025/10/07,千葉銀行,小見川支店,,14300,ＡＤ,,480659
入金,2025/10/08,千葉銀行,小見川支店,,24400,ＡＤ,,505059
入金,2025/10/08,千葉銀行,小見川支店,,1000,ＡＤ,,506059
入金,2025/10/10,千葉銀行,小見川支店,,1900,ＡＤ,,507959
入金,2025/10/14,千葉銀行,小見川支店,,28000,ＡＤ,,535959
入金,2025/10/14,千葉銀行,小見川支店,,23050,ＡＤ,,559009
入金,2025/10/14,千葉銀行,小見川支店,,40050,ＡＤ,,599059
入金,2025/10/15,千葉銀行,小見川支店,,13800,ＡＤ,,612859
入金,2025/10/16,千葉銀行,小見川支店,,41573,カ）リクル−ト　ペイメン,,654432
入金,2025/10/16,千葉銀行,小見川支店,,4000,ＡＤ,,658432
出金,2025/10/16,千葉銀行,小見川支店,658000,,フツウ　ＷＥＢフリカエ,,432
入金,2025/10/17,千葉銀行,小見川支店,,3750,ＡＤ,,4182
入金,2025/10/17,千葉銀行,小見川支店,,658000,フツウ　ＷＥＢフリカエ,,662182
入金,2025/10/20,千葉銀行,小見川支店,,19450,ＡＤ,,681632
入金,2025/10/20,千葉銀行,小見川支店,,20000,ＡＤ,,701632
入金,2025/10/20,千葉銀行,小見川支店,,6100,ＡＤ,,707732
入金,2025/10/21,千葉銀行,小見川支店,,8700,ＡＤ,,716432
入金,2025/10/23,千葉銀行,小見川支店,,43200,ＡＤ,,759632
入金,2025/10/24,千葉銀行,小見川支店,,18900,ＡＤ,,778532
入金,2025/10/27,千葉銀行,小見川支店,,92422,カ）リクル−ト　ペイメン,,870954
出金,2025/10/27,千葉銀行,小見川支店,6999,,ＳＭＢＣ（スズキ,,863955
入金,2025/10/27,千葉銀行,小見川支店,,43350,ＡＤ,,907305
入金,2025/10/27,千葉銀行,小見川支店,,26850,ＡＤ,,934155
入金,2025/10/27,千葉銀行,小見川支店,,20100,ＡＤ,,954255
入金,2025/10/28,千葉銀行,小見川支店,,2500,ＡＤ,,956755
入金,2025/10/29,千葉銀行,小見川支店,,13700,ＡＤ,,970455
出金,2025/10/30,千葉銀行,小見川支店,246366,,フツウ　ＷＥＢフリカエ,,724089
入金,2025/10/31,千葉銀行,小見川支店,,107111,ＡＩＲペイＱＲ／カ）デ,,831200
出金,2025/10/31,千葉銀行,小見川支店,30330,,（カ）ハナマル　ＷＥＢ,,800870
出金,2025/10/31,千葉銀行,小見川支店,20185,,エムイ－ジ－　デザイ,,780685
出金,2025/10/31,千葉銀行,小見川支店,13575,,カ）ヤマシヨク　ＷＥＢ,,767110
出金,2025/10/31,千葉銀行,小見川支店,62475,,カ）トウキヨウサエキ　ＷＥ,,704635
入金,2025/10/31,千葉銀行,小見川支店,,17200,ＡＤ,,721835
