入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2026/03/02,千葉銀行,小見川支店,,13100,ＡＤ,,363653
入金,2026/03/02,千葉銀行,小見川支店,,5350,ＡＤ,,369003
出金,2026/03/02,千葉銀行,小見川支店,100989,,フツウ　ＷＥＢフリカエ,,268014
入金,2026/03/05,千葉銀行,小見川支店,,19001,カ）リクル−ト　ペイメン,,287015
出金,2026/03/05,千葉銀行,小見川支店,7730,,カ）カタノシヨウテン,,279285
入金,2026/03/06,千葉銀行,小見川支店,,6900,ＡＤ,,286185
入金,2026/03/09,千葉銀行,小見川支店,,9600,ＡＤ,,295785
入金,2026/03/09,千葉銀行,小見川支店,,14650,ＡＤ,,310435
入金,2026/03/12,千葉銀行,小見川支店,,1700,ＡＤ,,312135
入金,2026/03/13,千葉銀行,小見川支店,,27200,ＡＤ,,339335
入金,2026/03/16,千葉銀行,小見川支店,,41102,カ）リクル−ト　ペイメン,,380437
入金,2026/03/16,千葉銀行,小見川支店,,20850,ＡＤ,,401287
入金,2026/03/16,千葉銀行,小見川支店,,19900,ＡＤ,,421187
入金,2026/03/17,千葉銀行,小見川支店,,15550,ＡＤ,,436737
入金,2026/03/19,千葉銀行,小見川支店,,3900,ＡＤ,,440637
出金,2026/03/19,千葉銀行,小見川支店,440000,,フツウ　ＷＥＢフリカエ,,637
入金,2026/03/23,千葉銀行,小見川支店,,12150,ＡＤ,,12787
入金,2026/03/23,千葉銀行,小見川支店,,21650,ＡＤ,,34437
入金,2026/03/23,千葉銀行,小見川支店,,12100,ＡＤ,,46537
入金,2026/03/24,千葉銀行,小見川支店,,6250,ＡＤ,,52787
入金,2026/03/25,千葉銀行,小見川支店,,18564,カ）リクル−ト　ペイメン,,71351
入金,2026/03/25,千葉銀行,小見川支店,,17550,ＡＤ,,88901
入金,2026/03/27,千葉銀行,小見川支店,,10700,ＡＤ,,99601
入金,2026/03/31,千葉銀行,小見川支店,,68892,ＡＩＲペイＱＲ／カ）デ,,168493
入金,2026/03/31,千葉銀行,小見川支店,,16650,ＡＤ,,185143
入金,2026/03/31,千葉銀行,小見川支店,,37600,ＡＤ,,222743
入金,2026/03/31,千葉銀行,小見川支店,,2450,ＡＤ,,225193
出金,2026/03/31,千葉銀行,小見川支店,223482,,フツウ　ＷＥＢフリカエ,,1711
