入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
出金,2026/04/01,千葉銀行,小見川支店,175451,,ヘンサイ,,9388063
出金,2026/04/01,千葉銀行,小見川支店,361422,,ヘンサイ,,9026641
出金,2026/04/01,千葉銀行,小見川支店,148331,,ヘンサイ,,8878310
出金,2026/04/01,千葉銀行,小見川支店,111270,,ヘンサイ,,8767040
出金,2026/04/01,千葉銀行,小見川支店,244553,,ヘンサイ,,8522487
出金,2026/04/01,千葉銀行,小見川支店,500000,,ツミタテ,,8022487
出金,2026/04/02,千葉銀行,小見川支店,8360,,カシキンコ　　　　４−　１,,8014127
出金,2026/04/02,千葉銀行,小見川支店,95075,,トヨタフアイナンス,,7919052
出金,2026/04/03,千葉銀行,小見川支店,8580,,ミツイスミトモＦＬ（ＳＭＦ,,7910472
出金,2026/04/03,千葉銀行,小見川支店,112639,,ＲＫＳ．リクジソウゴウ,,7797833
出金,2026/04/03,千葉銀行,小見川支店,120000,,ＣＤ,,7677833
入金,2026/04/03,千葉銀行,小見川支店,,27500,ナカガワシカイイン,,7705333
出金,2026/04/06,千葉銀行,小見川支店,24310,,リコ−リ−ス,,7681023
出金,2026/04/06,千葉銀行,小見川支店,364691,,セイサクコウコ（コク）,,7316332
出金,2026/04/06,千葉銀行,小見川支店,1905,,ガスリヨウキン,,7314427
入金,2026/04/07,千葉銀行,小見川支店,,245630,モリヤシカ　ダイヒヨウ,,7560057
入金,2026/04/08,千葉銀行,小見川支店,,6760,トウデンＰＧ　コウニユウ,,7566817
出金,2026/04/09,千葉銀行,小見川支店,2500550,,プロスタイル（カ　ＷＥＢ,,5066267
入金,2026/04/10,千葉銀行,小見川支店,,53213,カメイテンサ－ビス,,5119480
出金,2026/04/10,千葉銀行,小見川支店,23852,,ムロタユリヨウ（カ）　ＷＥ,,5095628
出金,2026/04/10,千葉銀行,小見川支店,39600,,ワン　バイ　ワン　ＷＥＢ,,5056028
入金,2026/04/10,千葉銀行,小見川支店,,44000,フツウ　ＷＥＢフリカエ,,5100028
出金,2026/04/10,千葉銀行,小見川支店,5500,,ＷＥＢ－ＥＢ,,5094528
出金,2026/04/10,千葉銀行,小見川支店,410596,,ＪＣＢ,,4683932
出金,2026/04/10,千葉銀行,小見川支店,5000,,ミツイスミトモカ－ド,,4678932
出金,2026/04/10,千葉銀行,小見川支店,150000,,ＣＤ,,4528932
出金,2026/04/13,千葉銀行,小見川支店,18490,,ＮＳ　カイギシヨＧ,,4510442
