入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2026/03/02,千葉銀行,小見川支店,,52020,ＡＤ,,920715
入金,2026/03/02,千葉銀行,小見川支店,,44330,ＡＤ,,965045
入金,2026/03/02,千葉銀行,小見川支店,,41170,ＡＤ,,1006215
入金,2026/03/03,千葉銀行,小見川支店,,36760,ＡＤ,,1042975
入金,2026/03/05,千葉銀行,小見川支店,,204536,カ）リクル−ト　ペイメン,,1247511
出金,2026/03/05,千葉銀行,小見川支店,17291,,カ）カタノシヨウテン,,1230220
入金,2026/03/05,千葉銀行,小見川支店,,24760,ＡＤ,,1254980
入金,2026/03/06,千葉銀行,小見川支店,,33620,ＡＤ,,1288600
出金,2026/03/09,千葉銀行,小見川支店,906126,,フツウ　ＷＥＢフリカエ,,382474
入金,2026/03/09,千葉銀行,小見川支店,,27010,ＡＤ,,409484
入金,2026/03/09,千葉銀行,小見川支店,,48640,ＡＤ,,458124
入金,2026/03/09,千葉銀行,小見川支店,,35340,ＡＤ,,493464
出金,2026/03/09,千葉銀行,小見川支店,300000,,フツウ　ＷＥＢフリカエ,,193464
入金,2026/03/10,千葉銀行,小見川支店,,23120,ＡＤ,,216584
入金,2026/03/12,千葉銀行,小見川支店,,23160,ＡＤ,,239744
入金,2026/03/13,千葉銀行,小見川支店,,39020,ＡＤ,,278764
入金,2026/03/16,千葉銀行,小見川支店,,183200,カ）リクル−ト　ペイメン,,461964
入金,2026/03/16,千葉銀行,小見川支店,,39280,ＡＤ,,501244
入金,2026/03/16,千葉銀行,小見川支店,,52200,ＡＤ,,553444
入金,2026/03/17,千葉銀行,小見川支店,,78410,ＡＤ,,631854
入金,2026/03/17,千葉銀行,小見川支店,,43520,ＡＤ,,675374
入金,2026/03/19,千葉銀行,小見川支店,,44170,ＡＤ,,719544
出金,2026/03/19,千葉銀行,小見川支店,719000,,フツウ　ＷＥＢフリカエ,,544
入金,2026/03/23,千葉銀行,小見川支店,,62400,ＡＤ,,62944
入金,2026/03/23,千葉銀行,小見川支店,,89420,ＡＤ,,152364
入金,2026/03/23,千葉銀行,小見川支店,,76130,ＡＤ,,228494
入金,2026/03/23,千葉銀行,小見川支店,,57030,ＡＤ,,285524
入金,2026/03/24,千葉銀行,小見川支店,,42000,ＡＤ,,327524
入金,2026/03/25,千葉銀行,小見川支店,,247007,カ）リクル−ト　ペイメン,,574531
入金,2026/03/25,千葉銀行,小見川支店,,13440,ＡＤ,,587971
入金,2026/03/27,千葉銀行,小見川支店,,40680,ＡＤ,,628651
入金,2026/03/31,千葉銀行,小見川支店,,99980,ＡＤ,,728631
入金,2026/03/31,千葉銀行,小見川支店,,65750,ＡＤ,,794381
入金,2026/03/31,千葉銀行,小見川支店,,77410,ＡＤ,,871791
入金,2026/03/31,千葉銀行,小見川支店,,19290,ＡＤ,,891081
出金,2026/03/31,千葉銀行,小見川支店,381854,,フツウ　ＷＥＢフリカエ,,509227
