入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2026/02/02,千葉銀行,小見川支店,,35200,ＡＤ,,126598
入金,2026/02/02,千葉銀行,小見川支店,,10850,ＡＤ,,137448
入金,2026/02/03,千葉銀行,小見川支店,,3800,ＡＤ,,141248
入金,2026/02/05,千葉銀行,小見川支店,,47326,カ）リクル−ト　ペイメン,,188574
出金,2026/02/05,千葉銀行,小見川支店,8505,,カ）カタノシヨウテン,,180069
入金,2026/02/05,千葉銀行,小見川支店,,9200,ＡＤ,,189269
入金,2026/02/06,千葉銀行,小見川支店,,15750,ＡＤ,,205019
入金,2026/02/09,千葉銀行,小見川支店,,42150,ＡＤ,,247169
入金,2026/02/09,千葉銀行,小見川支店,,29800,ＡＤ,,276969
入金,2026/02/10,千葉銀行,小見川支店,,9200,ＡＤ,,286169
入金,2026/02/12,千葉銀行,小見川支店,,16000,ＡＤ,,302169
入金,2026/02/13,千葉銀行,小見川支店,,9200,ＡＤ,,311369
入金,2026/02/16,千葉銀行,小見川支店,,331,リソク,,311700
入金,2026/02/16,千葉銀行,小見川支店,,19013,カ）リクル−ト　ペイメン,,330713
入金,2026/02/16,千葉銀行,小見川支店,,8550,ＡＤ,,339263
入金,2026/02/16,千葉銀行,小見川支店,,30150,ＡＤ,,369413
入金,2026/02/16,千葉銀行,小見川支店,,4200,ＡＤ,,373613
入金,2026/02/17,千葉銀行,小見川支店,,5650,ＡＤ,,379263
入金,2026/02/19,千葉銀行,小見川支店,,17000,ＡＤ,,396263
出金,2026/02/19,千葉銀行,小見川支店,390000,,フツウ　ＷＥＢフリカエ,,6263
入金,2026/02/20,千葉銀行,小見川支店,,29550,ＡＤ,,35813
入金,2026/02/24,千葉銀行,小見川支店,,22000,ＡＤ,,57813
入金,2026/02/24,千葉銀行,小見川支店,,18100,ＡＤ,,75913
入金,2026/02/24,千葉銀行,小見川支店,,28300,ＡＤ,,104213
入金,2026/02/26,千葉銀行,小見川支店,,47041,カ）リクル−ト　ペイメン,,151254
入金,2026/02/26,千葉銀行,小見川支店,,4050,ＡＤ,,155304
入金,2026/02/27,千葉銀行,小見川支店,,74794,ＡＩＲペイＱＲ／カ）デ,,230098
入金,2026/02/27,千葉銀行,小見川支店,,11000,ＡＤ,,241098
入金,2026/02/27,千葉銀行,小見川支店,,346492,フツウ　ＷＥＢフリカエ,,587590
出金,2026/02/27,千葉銀行,小見川支店,237037,,フツウ　ＷＥＢフリカエ,,350553
