入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2026/05/01,千葉銀行,小見川支店,,20400,ＡＤ,,1017563
出金,2026/05/02,千葉銀行,小見川支店,345428,,フツウ　ＷＥＢフリカエ,,672135
出金,2026/05/07,千葉銀行,小見川支店,26196,,カ）カタノシヨウテン,,645939
入金,2026/05/07,千葉銀行,小見川支店,,72350,ＡＤ,,718289
入金,2026/05/07,千葉銀行,小見川支店,,56760,ＡＤ,,775049
入金,2026/05/07,千葉銀行,小見川支店,,90300,ＡＤ,,865349
入金,2026/05/07,千葉銀行,小見川支店,,79030,ＡＤ,,944379
出金,2026/05/07,千葉銀行,小見川支店,269190,,フツウ　ＷＥＢフリカエ,,675189
入金,2026/05/08,千葉銀行,小見川支店,,108695,カ）リクル－ト　ペイメン,,783884
入金,2026/05/08,千葉銀行,小見川支店,,73770,ＡＤ,,857654
出金,2026/05/08,千葉銀行,小見川支店,300000,,フツウ　ＷＥＢフリカエ,,557654
入金,2026/05/08,千葉銀行,小見川支店,,20380,ＡＤ,,578034
入金,2026/05/11,千葉銀行,小見川支店,,8090,ＡＤ,,586124
入金,2026/05/11,千葉銀行,小見川支店,,55770,ＡＤ,,641894
入金,2026/05/11,千葉銀行,小見川支店,,25270,ＡＤ,,667164
入金,2026/05/12,千葉銀行,小見川支店,,32980,ＡＤ,,700144
入金,2026/05/14,千葉銀行,小見川支店,,31810,ＡＤ,,731954
入金,2026/05/15,千葉銀行,小見川支店,,257434,カ）リクル－ト　ペイメン,,989388
入金,2026/05/15,千葉銀行,小見川支店,,53400,ＡＤ,,1042788
入金,2026/05/18,千葉銀行,小見川支店,,31320,ＡＤ,,1074108
入金,2026/05/18,千葉銀行,小見川支店,,61890,ＡＤ,,1135998
入金,2026/05/18,千葉銀行,小見川支店,,55900,ＡＤ,,1191898
入金,2026/05/19,千葉銀行,小見川支店,,43350,ＡＤ,,1235248
入金,2026/05/21,千葉銀行,小見川支店,,23540,ＡＤ,,1258788
入金,2026/05/22,千葉銀行,小見川支店,,30920,ＡＤ,,1289708
入金,2026/05/25,千葉銀行,小見川支店,,138088,カ）リクル−ト　ペイメン,,1427796
入金,2026/05/25,千葉銀行,小見川支店,,62060,ＡＤ,,1489856
入金,2026/05/25,千葉銀行,小見川支店,,89980,ＡＤ,,1579836
入金,2026/05/25,千葉銀行,小見川支店,,43740,ＡＤ,,1623576
入金,2026/05/26,千葉銀行,小見川支店,,60370,ＡＤ,,1683946
入金,2026/05/27,千葉銀行,小見川支店,,32420,ＡＤ,,1716366
出金,2026/05/27,千葉銀行,小見川支店,187382,,フツウ　ＷＥＢフリカエ,,1528984
入金,2026/05/29,千葉銀行,小見川支店,,27170,ＡＤ,,1556154
