入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
出金,2026/01/05,千葉銀行,小見川支店,188068,,ヘンサイ,,7345013
出金,2026/01/05,千葉銀行,小見川支店,175356,,ヘンサイ,,7169657
出金,2026/01/05,千葉銀行,小見川支店,360901,,ヘンサイ,,6808756
出金,2026/01/05,千葉銀行,小見川支店,148381,,ヘンサイ,,6660375
出金,2026/01/05,千葉銀行,小見川支店,109554,,ヘンサイ,,6550821
出金,2026/01/05,千葉銀行,小見川支店,240839,,ヘンサイ,,6309982
出金,2026/01/05,千葉銀行,小見川支店,8580,,ミツイスミトモＦＬ（ＳＭＦ,,6301402
出金,2026/01/05,千葉銀行,小見川支店,41800,,リコ－リ－ス,,6259602
出金,2026/01/05,千葉銀行,小見川支店,365799,,セイサクコウコ（コク）,,5893803
出金,2026/01/05,千葉銀行,小見川支店,87211,,トヨタフアイナンス,,5806592
出金,2026/01/05,千葉銀行,小見川支店,17820,,セコム（カ）,,5788772
出金,2026/01/05,千葉銀行,小見川支店,143503,,ＲＫＳ．リクジソウゴウ,,5645269
出金,2026/01/05,千葉銀行,小見川支店,1313164,,シヤカイホケンリヨウ,,4332105
出金,2026/01/05,千葉銀行,小見川支店,2032,,ガスリヨウキン,,4330073
出金,2026/01/05,千葉銀行,小見川支店,500000,,ツミタテ,,3830073
入金,2026/01/08,千葉銀行,小見川支店,,4264,トウデンＰＧ　コウニユウ,,3834337
出金,2026/01/08,千葉銀行,小見川支店,2700550,,プロスタイル（カ　ＷＥＢ,,1133787
入金,2026/01/08,千葉銀行,小見川支店,,212300,カ）イイジマ,,1346087
入金,2026/01/08,千葉銀行,小見川支店,,95084,フツウ　ＷＥＢフリカエ,,1441171
入金,2026/01/08,千葉銀行,小見川支店,,300000,フツウ　ＷＥＢフリカエ,,1741171
入金,2026/01/08,千葉銀行,小見川支店,,5445,フツウ　ＷＥＢフリカエ,,1746616
入金,2026/01/09,千葉銀行,小見川支店,,180923,カメイテンサ−ビス,,1927539
出金,2026/01/09,千葉銀行,小見川支店,20104,,ムロタユリヨウ（カ）　ＷＥ,,1907435
入金,2026/01/09,千葉銀行,小見川支店,,44000,フツウ　ＷＥＢフリカエ,,1951435
入金,2026/01/09,千葉銀行,小見川支店,,39600,カ）プラスワン,,1991035
入金,2026/01/10,千葉銀行,小見川支店,,220000,（イシヤ）　ジンコウカイ,,2211035
出金,2026/01/13,千葉銀行,小見川支店,5500,,ＷＥＢ−ＥＢ,,2205535
出金,2026/01/13,千葉銀行,小見川支店,789988,,ＪＣＢ,,1415547
出金,2026/01/13,千葉銀行,小見川支店,8000,,ミツイスミトモカ−ド,,1407547
出金,2026/01/13,千葉銀行,小見川支店,18490,,ＮＳ　カイギシヨＧ,,1389057
入金,2026/01/13,千葉銀行,小見川支店,,645150,ユ）サトウケンセツコウギ,,2034207
入金,2026/01/13,千葉銀行,小見川支店,,739200,カ）エイチエスコ−ポレ−,,2773407
出金,2026/01/13,千葉銀行,小見川支店,300000,,ＣＤ,,2473407
出金,2026/01/14,千葉銀行,小見川支店,1526993,,ＢＳ）フリ−カ−ド,,946414
出金,2026/01/15,千葉銀行,小見川支店,200000,,（カ）チイキカツセイシヤ,,746414
入金,2026/01/15,千葉銀行,小見川支店,,91905,ユ）ネツトクリ−ンヘルパ,,838319
入金,2026/01/15,千葉銀行,小見川支店,,63800,モリヤシカ　ダイヒヨウ,,902119
入金,2026/01/16,千葉銀行,小見川支店,,172800,ソンポジヤパン,,1074919
出金,2026/01/20,千葉銀行,小見川支店,242,,カメイテンツウシンリヨウ,,1074677
入金,2026/01/20,千葉銀行,小見川支店,,105600,カ）ユウヤ,,1180277
出金,2026/01/20,千葉銀行,小見川支店,100000,,ＣＤ,,1080277
入金,2026/01/20,千葉銀行,小見川支店,,1200000,フツウ　ＷＥＢフリカエ,,2280277
入金,2026/01/20,千葉銀行,小見川支店,,1400000,フツウ　ＷＥＢフリカエ,,3680277
入金,2026/01/20,千葉銀行,小見川支店,,1600000,フツウ　ＷＥＢフリカエ,,5280277
入金,2026/01/20,千葉銀行,小見川支店,,800000,フツウ　ＷＥＢフリカエ,,6080277
入金,2026/01/20,千葉銀行,小見川支店,,450000,フツウ　ＷＥＢフリカエ,,6530277
入金,2026/01/20,千葉銀行,小見川支店,,288640,ド）キヨウセイクリ−ント,,6818917
