入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
入金,2026/08/03,千葉銀行,小見川支店,,19150,ＡＤ,,439294
入金,2026/08/03,千葉銀行,小見川支店,,32850,ＡＤ,,472144
入金,2026/08/03,千葉銀行,小見川支店,,12700,ＡＤ,,484844
出金,2026/08/03,千葉銀行,小見川支店,212374,,フツウ　ＷＥＢフリカエ,,272470
入金,2026/08/04,千葉銀行,小見川支店,,10150,ＡＤ,,282620
入金,2026/08/05,千葉銀行,小見川支店,,64076,カ）リクル−ト　ペイメン,,346696
出金,2026/08/05,千葉銀行,小見川支店,6069,,カ）カタノシヨウテン,,340627
入金,2026/08/05,千葉銀行,小見川支店,,20750,ＡＤ,,361377
入金,2026/08/07,千葉銀行,小見川支店,,16700,ＡＤ,,378077
入金,2026/08/10,千葉銀行,小見川支店,,32600,ＡＤ,,410677
入金,2026/08/10,千葉銀行,小見川支店,,18290,ＡＤ,,428967
入金,2026/08/10,千葉銀行,小見川支店,,34650,ＡＤ,,463617
入金,2026/08/12,千葉銀行,小見川支店,,29200,ＡＤ,,492817
入金,2026/08/12,千葉銀行,小見川支店,,9750,ＡＤ,,502567
入金,2026/08/17,千葉銀行,小見川支店,,599,リソク,,503166
入金,2026/08/17,千葉銀行,小見川支店,,44828,カ）リクル−ト　ペイメン,,547994
入金,2026/08/17,千葉銀行,小見川支店,,7800,ＡＤ,,555794
入金,2026/08/17,千葉銀行,小見川支店,,7300,ＡＤ,,563094
入金,2026/08/17,千葉銀行,小見川支店,,22700,ＡＤ,,585794
入金,2026/08/17,千葉銀行,小見川支店,,23400,ＡＤ,,609194
入金,2026/08/18,千葉銀行,小見川支店,,24050,ＡＤ,,633244
入金,2026/08/20,千葉銀行,小見川支店,,9750,ＡＤ,,642994
入金,2026/08/21,千葉銀行,小見川支店,,500,ＡＤ,,643494
入金,2026/08/24,千葉銀行,小見川支店,,16850,ＡＤ,,660344
入金,2026/08/24,千葉銀行,小見川支店,,33000,ＡＤ,,693344
入金,2026/08/24,千葉銀行,小見川支店,,9450,ＡＤ,,702794
入金,2026/08/25,千葉銀行,小見川支店,,22933,カ）リクル−ト　ペイメン,,725727
入金,2026/08/25,千葉銀行,小見川支店,,15000,ＡＤ,,740727
入金,2026/08/26,千葉銀行,小見川支店,,42550,ＡＤ,,783277
出金,2026/08/28,千葉銀行,小見川支店,82808,,フツウ　ＷＥＢフリカエ,,700469
出金,2026/08/28,千葉銀行,小見川支店,212501,,フツウ　ＷＥＢフリカエ,,487968
入金,2026/08/31,千葉銀行,小見川支店,,134396,ＡＩＲペイＱＲ／カ）デ,,622364
入金,2026/08/31,千葉銀行,小見川支店,,9950,ＡＤ,,632314
入金,2026/08/31,千葉銀行,小見川支店,,25150,ＡＤ,,657464
入金,2026/08/31,千葉銀行,小見川支店,,26800,ＡＤ,,684264
入金,2026/08/31,千葉銀行,小見川支店,,22800,ＡＤ,,707064
