入出金区分,取引日,金融機関名,口座,出金金額(円),入金金額(円),摘要,メモ,残高(円)
出金,2025/09/01,千葉銀行,小見川支店,189131,,ヘンサイ,,6323922
出金,2025/09/01,千葉銀行,小見川支店,176788,,ヘンサイ,,6147134
出金,2025/09/01,千葉銀行,小見川支店,364689,,ヘンサイ,,5782445
出金,2025/09/01,千葉銀行,小見川支店,149528,,ヘンサイ,,5632917
出金,2025/09/01,千葉銀行,小見川支店,110926,,ヘンサイ,,5521991
出金,2025/09/01,千葉銀行,小見川支店,243557,,ヘンサイ,,5278434
出金,2025/09/01,千葉銀行,小見川支店,17820,,セコム（カ）,,5260614
出金,2025/09/01,千葉銀行,小見川支店,1392154,,シヤカイホケンリヨウ,,3868460
入金,2025/09/01,千葉銀行,小見川支店,,44000,ＰＡＳＴＯＲＳＢＢＱホシカ,,3912460
入金,2025/09/01,千葉銀行,小見川支店,,44000,ネヅ　ダイスケ,,3956460
出金,2025/09/01,千葉銀行,小見川支店,500000,,ツミタテ,,3456460
出金,2025/09/02,千葉銀行,小見川支店,88771,,トヨタフアイナンス,,3367689
出金,2025/09/03,千葉銀行,小見川支店,8580,,ミツイスミトモＦＬ（ＳＭＦ,,3359109
出金,2025/09/03,千葉銀行,小見川支店,112173,,ＲＫＳ．リクジソウゴウ,,3246936
出金,2025/09/04,千葉銀行,小見川支店,51196,,リコ−リ−ス,,3195740
入金,2025/09/04,千葉銀行,小見川支店,,106220,ＡＤ,,3301960
入金,2025/09/04,千葉銀行,小見川支店,,44000,ユ）カメヤマオンセンホテル,,3345960
入金,2025/09/04,千葉銀行,小見川支店,,44000,ユ）アサヒフドウサン,,3389960
出金,2025/09/05,千葉銀行,小見川支店,367276,,セイサクコウコ（コク）,,3022684
出金,2025/09/05,千葉銀行,小見川支店,1777,,ガスリヨウキン,,3020907
入金,2025/09/08,千葉銀行,小見川支店,,55000,ニシヤマ　ツトム,,3075907
入金,2025/09/09,千葉銀行,小見川支店,,123000,ＡＤ,,3198907
入金,2025/09/10,千葉銀行,小見川支店,,15392,トウデンＰＧ　コウニユウ,,3214299
出金,2025/09/10,千葉銀行,小見川支店,20385,,ニホンビルメンケイエイヒ,,3193914
出金,2025/09/10,千葉銀行,小見川支店,20185,,マツシタ　タケオ　ＷＥＢ,,3173729
出金,2025/09/10,千葉銀行,小見川支店,110550,,カ）テイ−マツプ　ＷＥＢ,,3063179
出金,2025/09/10,千葉銀行,小見川支店,66550,,サカモト　アキヒコ　ＷＥＢ,,2996629
出金,2025/09/10,千葉銀行,小見川支店,24860,,（カ）オニオンシンブンシ,,2971769
出金,2025/09/10,千葉銀行,小見川支店,22385,,カ）クリ−ンシステムカガ,,2949384
出金,2025/09/10,千葉銀行,小見川支店,66330,,カ）ケミカル　テクノロジ,,2883054
出金,2025/09/10,千葉銀行,小見川支店,17372,,（カ）スギヤマ　ＷＥＢ,,2865682
出金,2025/09/10,千葉銀行,小見川支店,2673,,カ）ニツセ−デリカ　ＷＥ,,2863009
出金,2025/09/10,千葉銀行,小見川支店,144210,,（カ）ビ−エム　ＷＥＢ,,2718799
出金,2025/09/10,千葉銀行,小見川支店,341550,,コバヤシ　トモカズ　Ｗ,,2377249
出金,2025/09/10,千葉銀行,小見川支店,175010,,ロ−プワ−ク　（カ　ＷＥ,,2202239
出金,2025/09/10,千葉銀行,小見川支店,11385,,タカツカ　マコト　ＷＥＢ,,2190854
出金,2025/09/10,千葉銀行,小見川支店,26695,,ド）ジヨイント　ＷＥＢ,,2164159
出金,2025/09/10,千葉銀行,小見川支店,21546,,ムロタユリヨウ（カ）　ＷＥ,,2142613
出金,2025/09/10,千葉銀行,小見川支店,139810,,ニシオレントオ−ル　（カ,,2002803
出金,2025/09/10,千葉銀行,小見川支店,290145,,ニホンハトタイサクセンタ−,,1712658
入金,2025/09/10,千葉銀行,小見川支店,,44000,フツウ　ＷＥＢフリカエ,,1756658
出金,2025/09/10,千葉銀行,小見川支店,5500,,ＷＥＢ−ＥＢ,,1751158
出金,2025/09/10,千葉銀行,小見川支店,683025,,ＪＣＢ,,1068133
出金,2025/09/10,千葉銀行,小見川支店,1240,,ミツイスミトモカ−ド,,1066893
出金,2025/09/10,千葉銀行,小見川支店,300000,,ＣＤ,,766893
入金,2025/09/10,千葉銀行,小見川支店,,423000,プロスタイル（カ,,1189893
入金,2025/09/11,千葉銀行,小見川支店,,33000,ナイトラウンジノア,,1222893
出金,2025/09/12,千葉銀行,小見川支店,26650,,ＮＳ　カイギシヨＧ,,1196243
入金,2025/09/15,千葉銀行,小見川支店,,585621,フツウ　ＷＥＢフリカエ,,1781864
入金,2025/09/15,千葉銀行,小見川支店,,836853,フツウ　ＷＥＢフリカエ,,2618717
入金,2025/09/15,千葉銀行,小見川支店,,767973,フツウ　ＷＥＢフリカエ,,3386690
出金,2025/09/16,千葉銀行,小見川支店,1217512,,ＢＳ）フリ−カ−ド,,2169178
入金,2025/09/16,千葉銀行,小見川支店,,39600,カ）プラスワン,,2208778
入金,2025/09/16,千葉銀行,小見川支店,,2348005,スズキユウケンセツ（カ,,4556783
入金,2025/09/17,千葉銀行,小見川支店,,8756,エトワ−ル　バレエスク−,,4565539
出金,2025/09/17,千葉銀行,小見川支店,4301,,ハシモトサンギヨウ（カ,,4561238
入金,2025/09/19,千葉銀行,小見川支店,,500000,フツウ　ＷＥＢフリカエ,,5061238
入金,2025/09/19,千葉銀行,小見川支店,,500000,フツウ　ＷＥＢフリカエ,,5561238
入金,2025/09/19,千葉銀行,小見川支店,,1000000,フツウ　ＷＥＢフリカエ,,6561238
入金,2025/09/20,千葉銀行,小見川支店,,44000,カ）ピンクスタ−,,6605238
出金,2025/09/22,千葉銀行,小見川支店,17345,,キヨウエイカイ　ジブラ,,6587893
出金,2025/09/22,千葉銀行,小見川支店,55000,,ＮＳＳ．フオ−ゲル,,6532893
出金,2025/09/22,千葉銀行,小見川支店,242,,カメイテンツウシンリヨウ,,6532651
入金,2025/09/22,千葉銀行,小見川支店,,51700,ユ）オザワジユウキコウ,,6584351
入金,2025/09/22,千葉銀行,小見川支店,,88000,カ）ユウヤ,,6672351
出金,2025/09/24,千葉銀行,小見川支店,6474571,,キユウヨシキン,,197780
出金,2025/09/24,千葉銀行,小見川支店,5940,,フリコミリヨウ,,191840
入金,2025/09/25,千葉銀行,小見川支店,,1589500,カ）ニツセ−デリカ,,1781340
出金,2025/09/25,千葉銀行,小見川支店,23980,,ＣＬＣリ−ス,,1757360
出金,2025/09/25,千葉銀行,小見川支店,1870,,カトリシスイドウ,,1755490
入金,2025/09/25,千葉銀行,小見川支店,,121000,ボ−テ　デ　ラボ（カ,,1876490
出金,2025/09/26,千葉銀行,小見川支店,13920,,ソンポジヤパン,,1862570
出金,2025/09/26,千葉銀行,小見川支店,34987,,ソンポジヤパン,,1827583
出金,2025/09/26,千葉銀行,小見川支店,88155,,ソンポジヤパン,,1739428
出金,2025/09/26,千葉銀行,小見川支店,3330,,ＭＨＦ）ヤマトウンユ（カ,,1736098
出金,2025/09/26,千葉銀行,小見川支店,100000,,ＣＤ,,1636098
入金,2025/09/26,千葉銀行,小見川支店,,33000,（カ）チイキカツセイシヤ,,1669098
出金,2025/09/29,千葉銀行,小見川支店,5373,,トウキヨウデンリヨク,,1663725
出金,2025/09/29,千葉銀行,小見川支店,45486,,ライフカ−ド（カ,,1618239
出金,2025/09/29,千葉銀行,小見川支店,47090,,ＰＧＢＳプルデンシヤル,,1571149
出金,2025/09/29,千葉銀行,小見川支店,3300,,ＤＦ．テイコクデ−タ,,1567849
出金,2025/09/29,千葉銀行,小見川支店,69853,,ＤＦ．コモンリヨウ,,1497996
入金,2025/09/29,千葉銀行,小見川支店,,238810,チバビルメンテナンス（,,1736806
出金,2025/09/29,千葉銀行,小見川支店,500000,,フツウ　ＷＥＢフリカエ,,1236806
出金,2025/09/29,千葉銀行,小見川支店,1000000,,フツウ　ＷＥＢフリカエ,,236806
入金,2025/09/30,千葉銀行,小見川支店,,42354,チバギンカメイテンサ−,,279160
入金,2025/09/30,千葉銀行,小見川支店,,41250,ソウブキヨウキユウセンタ,,320410
入金,2025/09/30,千葉銀行,小見川支店,,648618,サンコウ（カ,,969028
入金,2025/09/30,千葉銀行,小見川支店,,246259,エヌエスコウギヨウ（カ,,1215287
入金,2025/09/30,千葉銀行,小見川支店,,132000,サンキユウカブシキガイ,,1347287
入金,2025/09/30,千葉銀行,小見川支店,,939211,カ）トウシンビルシステム,,2286498
出金,2025/09/30,千葉銀行,小見川支店,189632,,ヘンサイ,,2096866
出金,2025/09/30,千葉銀行,小見川支店,145550,,ユ）アサヒフドウサン　Ｗ,,1951316
出金,2025/09/30,千葉銀行,小見川支店,66550,,ド）シ−シ−エムオ−コン,,1884766
出金,2025/09/30,千葉銀行,小見川支店,54550,,ツジ　リヨウタロウ　ＷＥ,,1830216
出金,2025/09/30,千葉銀行,小見川支店,66550,,エン．ジヤパン（カ　Ｗ,,1763666
出金,2025/09/30,千葉銀行,小見川支店,10285,,カ）クリ−ンシステム　カカ,,1753381
出金,2025/09/30,千葉銀行,小見川支店,50550,,カ）ピカピカ　ＷＥＢ,,1702831
出金,2025/09/30,千葉銀行,小見川支店,207291,,カシマシヨクヒン（カ　ＷＥ,,1495540
出金,2025/09/30,千葉銀行,小見川支店,29555,,ニホンシヨツケン（カ　ＷＥ,,1465985
入金,2025/09/30,千葉銀行,小見川支店,,66000,（カ）エムデイキカク　ホ,,1531985
出金,2025/09/30,千葉銀行,小見川支店,17820,,セコム（カ）,,1514165
出金,2025/09/30,千葉銀行,小見川支店,1392154,,シヤカイホケンリヨウ,,122011
出金,2025/09/30,千葉銀行,小見川支店,2789,,ＮＴＴコミユニケ−シヨンス,,119222
入金,2025/09/30,千葉銀行,小見川支店,,88000,チバシヨウユ（カ）,,207222
入金,2025/09/30,千葉銀行,小見川支店,,71500,フルヤニユウギヨウ（カ）,,278722
入金,2025/09/30,千葉銀行,小見川支店,,100000,サカタ　ヨシノリ,,378722
